,cut1,w1
Cac;Car,3.879506,-0.21350208
Cac;Cl,4.0840816,1.2519683
Cac;F,3.5281336,0.4503867
Cac;HO,3.4785144,-0.17386684
Cac;I,4.7464695,-1.3714861
Cac;N1,4.3075285,2.0079615
Cac;N2,4.0117493,-0.6529762
Cac;N3,4.38919,-2.1530843
Cac;N3+,4.012175,-0.82252294
Cac;Nam,3.9713879,0.692635
Cac;Nar,3.8566766,-0.510092
Cac;Ng+,4.672126,-1.0890256
Cac;Nox,3.4103248,-1.1217574
Cac;Npl,4.117203,-0.6316978
Cac;Ntr,3.9575293,0.7400087
Cac;O2,3.89515,-0.40099877
Cac;O3,3.7814908,-0.76320547
Cac;P,4.7951636,0.8066583
Cac;Pac,4.7833376,0.533735
Cac;S2,4.1934175,1.0195329
Cac;S3,4.398961,-0.305907
Cac;Sac,4.4784956,2.3636322
Cac;So2,4.591516,0.8120039
Cac;Sox,4.9982333,-0.30789346
Car;Car,4.77854,0.0037462243
Car;Cd,4.3083253,0.91853774
Car;Cl,4.0382323,-0.22355343
Car;Co,3.5251372,-0.04333883
Car;Cu,4.0930295,1.2279118
Car;F,3.7535536,-0.12617955
Car;Fe,3.9859693,1.1907896
Car;HO,3.6048558,-0.11991654
Car;I,3.6528587,1.4227188
Car;K,4.115,0.27429387
Car;Mg,3.6808598,-0.84838
Car;Mn,3.6657813,0.029276816
Car;N1,4.1451106,-0.25723606
Car;N2,3.7765932,-0.0946747
Car;N3,4.014355,-0.005374868
Car;N3+,3.8013856,-0.03077754
Car;Na,4.943979,-0.6333592
Car;Nam,5.252989,0.050116606
Car;Nar,3.387964,0.27287385
Car;Ng+,4.068666,-0.036235113
Car;Ni,3.62,-0.96878755
Car;Nox,3.8085399,-1.6187483
Car;Npl,4.1369104,-0.023393609
Car;Ntr,4.6386623,0.23662725
Car;O-,4.607744,0.16408233
Car;O.co2,4.1321125,0.12863906
Car;O2,4.2638383,-0.004227855
Car;O3,4.7700706,0.090369545
Car;P,3.8973196,-1.5966173
Car;Pac,4.430386,0.2586115
Car;S2,4.8405495,-0.019600617
Car;S3,4.735184,-0.0041202814
Car;Sac,4.3030224,0.7181074
Car;So2,4.363198,0.16026838
Car;Sox,4.030747,0.15410367
Car;Zn,3.819468,-0.50199366
Cd;HO,2.612624,0.28667393
Cd;N3+,4.4912033,0.3231988
Cd;Nam,4.9261293,0.30373162
Cd;Nar,4.733698,-0.27623567
Cd;O2,2.8724778,0.9462171
Cd;O3,3.675,0.28359047
Cl;Fe,4.6203938,-0.8568647
Cl;HO,3.7775326,-0.6151415
Cl;N2,5.234341,-0.64785796
Cl;N3+,3.7924926,-0.46303168
Cl;Nam,3.490396,-0.38933173
Cl;Nar,4.585015,0.5743617
Cl;Ng+,4.0866666,-0.40404168
Cl;Npl,4.41,4.145033
Cl;O.co2,4.26147,-0.36896434
Cl;O2,4.197476,-0.3901791
Cl;O3,3.6446512,0.9672103
Cl;S3,3.8283696,-1.3113885
Cl;Zn,4.5038896,-4.4501004
Co;HO,3.1447349,-0.50435394
Co;N3+,3.16,-0.97355866
Co;Nam,3.72,-4.421553
Co;Nar,3.09,-0.065815136
Co;O2,3.27,1.1087636
Co;O3,3.2564979,-0.60811025
Co;Pac,3.09899,0.32224908
Co;S2,4.7751994,0.10834024
Cu;HO,2.256769,0.2147782
Cu;N2,2.6065755,0.7853932
Cu;N3+,2.7294502,-0.28215957
Cu;Nam,4.2023845,-0.28304142
Cu;O2,3.44,-0.0546989
Cu;O3,3.32,-1.7080537
F;Fe,4.43106,-2.0120661
F;HO,3.2682457,-0.1978509
F;N2,4.021534,0.4568436
F;N3,4.231552,-0.6182834
F;N3+,3.185113,-1.0097215
F;Nam,3.8656044,-0.16292429
F;Nar,3.7212348,1.4186143
F;Ng+,4.8195925,-0.18248726
F;Npl,4.100699,-1.0961862
F;O.co2,3.6438875,-0.4424926
F;O2,3.67784,0.44082895
F;O3,3.5660934,0.60547876
F;S3,3.6770508,0.2174431
F;Zn,4.104637,0.70543456
Fe;HO,2.6257694,-1.0854266
Fe;N3,4.75381,1.2447283
Fe;N3+,3.425,-0.16481237
Fe;Nam,3.73,1.1285759
Fe;Nar,3.645,-2.5757782
Fe;Npl,4.960881,1.2468052
Fe;O2,2.841544,-1.0517467
Fe;O3,3.135,-0.83265394
HO;HO,3.838758,-0.17537105
HO;I,3.9174182,-0.07992881
HO;Mg,2.6990752,0.2469833
HO;Mn,3.4219434,1.220426
HO;N1,3.994704,-0.26065016
HO;N2,3.2897243,-0.36481324
HO;N3,3.3662617,-1.1554964
HO;N3+,3.4705856,0.25003234
HO;Na,3.4554818,0.31656662
HO;Nam,2.975061,0.23772277
HO;Nar,3.2848594,0.059136767
HO;Ng+,3.1466303,-0.58601165
HO;Ni,3.1921768,-2.4476764
HO;Nox,3.6150267,3.0288155
HO;Npl,3.120629,-0.61030054
HO;Ntr,3.775279,-0.9002309
HO;O-,4.23,1.2421632
HO;O.co2,3.8790543,0.21644105
HO;O2,4.013145,0.14620695
HO;O3,2.2384071,-0.35916656
HO;P,3.3250177,0.58293295
HO;Pac,3.4117694,-0.60892445
HO;S2,3.2652807,0.94770646
HO;S3,3.0440578,0.52278084
HO;Sac,3.875,-3.8784332
HO;So2,3.8179357,1.1247762
HO;Sox,3.955,1.2022628
HO;Zn,2.8483357,0.35510045
I;N3+,3.338771,-1.6200978
I;Nam,4.3311057,-0.1951011
I;Ng+,4.5198536,0.4527669
I;O.co2,4.5089,-0.4515502
I;O2,4.0160456,0.8553486
I;O3,4.267421,0.79298294
I;S3,4.384474,-0.5671036
K;N3+,4.9205303,2.8390539
K;Nar,3.755,0.27420834
K;O2,4.268383,0.5993732
Mg;N2,2.5431798,-1.5751067
Mg;N3,4.2471256,-2.2046642
Mg;N3+,5.094546,-1.1553196
Mg;Nam,3.755,2.1030166
Mg;Nar,4.538458,-1.7252748
Mg;Npl,4.534429,1.418666
Mg;O2,2.8935342,0.28976834
Mg;O3,3.6641214,0.40619263
Mg;P,4.3227415,1.04583
Mg;Pac,3.9682877,-0.9110801
Mg;S2,4.5500627,-1.2596617
Mg;S3,4.540137,-2.405157
Mg;Sac,3.8574982,-0.42386392
Mn;N1,2.444823,-1.2054225
Mn;N2,3.9067166,-0.28138527
Mn;N3,4.095,0.071005866
Mn;N3+,3.5962396,4.241943
Mn;Nam,3.9,0.3965901
Mn;Nar,3.5853744,-1.0286573
Mn;Ng+,3.9,-1.7427809
Mn;Nox,2.7799723,0.37969977
Mn;Npl,3.34,2.6933718
Mn;Ntr,2.9,2.0963295
Mn;O2,3.4571004,-0.87125736
Mn;O3,3.4654615,-1.6317596
Mn;P,4.029553,2.9886744
Mn;Pac,3.1544337,-0.46685377
N1;N2,3.5979853,2.248534
N1;N3,3.311536,-2.0465117
N1;N3+,4.661676,-0.4070713
N1;Nam,4.565419,-0.47981802
N1;Nar,3.9,1.8811681
N1;Ng+,4.1668816,-2.311466
N1;O.co2,3.7133555,-0.32288224
N1;O2,3.9441736,-0.44981205
N1;O3,4.238161,-0.37895197
N1;S3,4.253883,-1.1095937
N2;N2,4.758829,0.9930585
N2;N3,4.1178613,-1.7498269
N2;N3+,3.3522496,-2.041593
N2;Na,3.2615864,-1.3952405
N2;Nam,4.256867,-0.057400346
N2;Nar,4.0265107,-0.19994283
N2;Ng+,3.936648,0.9880653
N2;Nox,4.878322,-0.3015829
N2;Npl,4.440588,-0.28978065
N2;Ntr,3.9646673,0.8248904
N2;O.co2,3.2872155,0.48308742
N2;O2,3.9434276,0.3767194
N2;O3,3.8160012,0.28777277
N2;P,3.9858048,-0.47887084
N2;Pac,4.1869082,-1.5787191
N2;S2,4.1331725,-0.43904057
N2;S3,3.7947948,-0.20798796
N2;Sac,4.6536155,-0.19608097
N2;So2,3.9652774,1.1480768
N2;Zn,3.6841226,-0.5584093
N3+;N3+,4.4318247,-0.5039841
N3+;Na,4.015,3.0118635
N3+;Nam,3.9249969,-0.3619289
N3+;Nar,5.179098,0.3840443
N3+;Ng+,3.8544762,-1.3662661
N3+;Ni,2.0763364,-0.5318933
N3+;Npl,3.1800323,2.1594558
N3+;Ntr,4.3334675,-1.7200444
N3+;O.co2,3.560441,0.41860482
N3+;O2,4.1151104,0.17964214
N3+;O3,4.042847,-0.31282777
N3+;P,4.2358623,-0.5200585
N3+;Pac,3.7136314,-0.30072114
N3+;S2,3.923733,-2.6954448
N3+;S3,3.7579734,0.49255246
N3+;Sac,4.109133,0.6235579
N3+;So2,3.6940885,-0.6680897
N3+;Sox,4.8439965,-0.3275931
N3+;Zn,2.8889966,-0.1176478
N3;N3,3.5312707,-0.21114407
N3;N3+,3.5908453,1.3166156
N3;Nam,3.7472408,0.8499849
N3;Nar,4.5357466,0.30190396
N3;Ng+,3.7621896,-1.2285168
N3;Nox,3.81,1.4469682
N3;Npl,3.638085,-0.6714209
N3;O.co2,4.0200276,0.65380704
N3;O2,4.6298614,-0.27318326
N3;O3,3.5146527,0.9616143
N3;P,4.448415,1.2533343
N3;Pac,4.2537875,2.8065925
N3;S2,4.3003464,-0.9760352
N3;S3,4.723631,0.49882838
N3;Sac,3.5272985,2.3310423
N3;So2,4.0093803,-0.43498358
N3;Zn,3.371763,-0.7918075
Na;Nam,3.9186752,-0.78918606
Na;Nar,4.13887,-0.44709617
Na;Npl,5.0823493,-0.085196
Na;O2,3.6836355,-2.4596212
Na;O3,3.8651683,-1.6702923
Na;P,3.8511345,2.9138467
Na;Pac,3.64,3.4830701
Na;S3,3.6278086,-0.9797162
Nam;Nam,3.8086555,-0.17171718
Nam;Nar,4.032103,0.082103774
Nam;Ng+,3.440206,1.4017302
Nam;Ni,3.82,-2.4679313
Nam;Nox,3.7739594,-0.030151581
Nam;Npl,3.401443,-0.5030821
Nam;Ntr,3.5065455,-1.1035018
Nam;O-,3.9543414,0.9230542
Nam;O.co2,3.9606955,-0.3281891
Nam;O2,3.773704,0.09521186
Nam;O3,3.4772627,-0.13841358
Nam;P,4.0344315,0.24247578
Nam;Pac,3.5160656,-0.270269
Nam;S2,4.7564893,0.12921311
Nam;S3,3.7680972,0.103433974
Nam;Sac,4.087156,1.4863869
Nam;So2,3.6228087,1.0157429
Nam;Sox,4.37,2.1753623
Nam;Zn,3.4974577,-1.9564208
Nar;Nar,4.0224056,0.02105189
Nar;Ng+,3.7417748,0.15963796
Nar;Ni,3.135,-0.96801776
Nar;Nox,3.9832413,-2.0310779
Nar;Npl,3.5674658,-0.6082719
Nar;Ntr,4.0852075,-0.5952546
Nar;O.co2,3.6654844,-0.08513617
Nar;O2,3.944732,-0.15720344
Nar;O3,3.7244897,-0.07698494
Nar;P,3.9077206,-2.279255
Nar;Pac,4.2284493,-1.3170166
Nar;S2,4.2265673,0.08765306
Nar;S3,4.7575307,-0.11538042
Nar;Sac,4.560506,-0.4947599
Nar;So2,3.810921,-0.40299076
Nar;Sox,4.365433,0.86401564
Nar;Zn,3.514574,0.33159027
Ng+;Npl,4.3579416,0.54051304
Ng+;Ntr,3.5306077,2.6387281
Ng+;O.co2,3.83,0.3221735
Ng+;O2,3.052872,0.07124517
Ng+;O3,3.8565683,0.35507604
Ng+;P,4.0516906,0.26249394
Ng+;Pac,3.8451397,-0.34799618
Ng+;S2,4.364089,-0.5429731
Ng+;S3,4.177496,-0.47540805
Ng+;Sac,4.018183,-0.033967253
Ng+;So2,4.3295116,-0.05651011
Ng+;Sox,4.2137055,-0.20927925
Ni;O2,3.035,-0.85947156
Ni;O3,2.3026361,1.8531915
Nox;Npl,4.065,-2.665827
Nox;O.co2,3.6711304,-0.045772877
Nox;O2,4.2234178,0.9358292
Nox;O3,3.8227456,1.023643
Nox;S3,4.17,-0.0022878984
Nox;Zn,3.4560523,-0.39990568
Npl;Npl,4.198752,-1.163795
Npl;Ntr,4.305,0.22900431
Npl;O.co2,4.7309456,0.21042952
Npl;O2,3.7474697,-0.15031832
Npl;O3,3.8037918,0.59214634
Npl;P,4.38792,0.12834522
Npl;Pac,4.597608,0.5688298
Npl;S2,4.8278913,-0.90821683
Npl;S3,3.8206403,0.068424046
Npl;So2,4.6531463,-0.5692309
Npl;Zn,3.23,1.410587
Ntr;O.co2,3.759204,-2.3969574
Ntr;O2,4.5147076,-1.0263548
Ntr;O3,4.5363846,0.7323941
Ntr;S3,4.633324,-1.9538267
Ntr;Zn,3.64,-1.5119491
O-;O.co2,4.5304017,-0.030931862
O-;O2,4.2910595,-0.60587573
O-;O3,4.5663886,0.5837359
O-;S3,4.1910033,0.52716833
O.co2;O.co2,5.0039105,1.38987
O.co2;O2,3.3917763,-0.09636697
O.co2;O3,3.5031972,0.19357444
O.co2;P,4.5096807,-0.2461068
O.co2;Pac,4.0741982,0.8151643
O.co2;S2,4.9208417,-0.6638875
O.co2;S3,3.832025,-0.09566024
O.co2;Sac,4.3076215,1.2939596
O.co2;So2,5.235171,-0.5536056
O.co2;Sox,4.561307,-0.3184228
O2;O2,2.5971494,1.262562
O2;O3,3.3130746,0.00050595053
O2;P,4.428015,0.39043072
O2;Pac,4.0147142,-0.72585255
O2;S2,4.21383,0.32221034
O2;S3,4.110821,0.29191867
O2;Sac,3.7129872,-0.9029424
O2;So2,4.3493066,-0.7667435
O2;Sox,4.135,-1.560633
O2;Sr,3.5682676,1.3785582
O2;Zn,3.7199452,-0.009077541
O3;O3,3.7611625,0.35852733
O3;P,3.7518668,-0.9582841
O3;Pac,3.5278769,0.54596215
O3;S2,3.1741343,1.2584035
O3;S3,3.2529433,-0.3928085
O3;Sac,4.0446186,-0.6918706
O3;So2,3.954463,-0.98099697
O3;Sox,4.36,-0.17339148
O3;Sr,5.113975,0.6075024
O3;Zn,3.4246097,-0.12969285
P;S3,4.5413733,-3.0670922
P;Zn,3.3764591,-0.6727637
Pac;S3,4.085,1.179007
Pac;Sr,3.8910894,0.6735249
Pac;Zn,3.9395657,-0.5519809
S2;S3,4.047828,0.2052103
S2;Zn,3.5144775,2.003047
S3;S3,4.2029624,-0.81008685
S3;Sac,3.7445908,-3.9558501
S3;So2,3.5839126,1.776846
S3;Zn,3.209136,0.25779307
So2;Zn,2.7931025,-1.5558075
a1b1,-0.038598143,-2.4142044
a2b2,0.07676583,-2.4142044
