,cut1,cut2,cut3,cut4,cut5,w1,w2,w3,w4,w5
Mg;Pac,3.0779743,3.2719994,3.691254,3.9470356,4.7603,-1.527049,-0.0033313567,-0.042106822,-2.0735981,1.3706621
Mg;S2,4.526069,4.5250196,4.2253613,4.226945,4.5447693,-0.28881538,-0.10015341,0.21868123,-0.0603418,-0.2208773
Mg;S3,4.4637957,4.45157,4.505,4.9966908,4.5872707,-3.520276,-2.0167708,-0.60359675,-0.49630272,1.1525168
Mg;Sac,3.3839045,3.5167089,3.4674447,3.858401,3.932474,0.36834568,-0.8781772,-0.36274713,-0.6014036,-0.08463358
Mn;N1,2.3973212,2.324119,2.0401945,2.1154635,2.0986722,-1.3119632,0.0011487383,-0.05067788,0.10207102,0.04477701
Mn;N2,3.2383332,3.5477552,3.875,4.266689,4.4101686,0.19112065,-0.61139274,0.21154076,0.031833444,-0.10205721
Mn;N3,3.6060169,3.9077127,4.095,4.34,4.585,3.3151464,-1.904641,-0.6162105,0.0,0.0
Mn;N3+,2.9283333,3.2966666,3.6509454,3.9539056,4.4314795,0.8414493,0.0,-0.045203257,-0.47605002,1.1357796
Mn;Nam,3.26,3.58,3.9,4.22,4.500378,0.30699822,0.0,0.0,0.0,0.013016245
Mn;Nar,2.6433334,3.0858026,3.5997488,3.959816,4.1725087,0.15015467,0.028737165,1.1609071,2.5843847,-0.2588859
Mn;Ng+,3.4665961,3.6407492,3.9,4.19,4.6049943,-0.8957409,-0.8821528,-0.085365996,0.0,-0.38569763
Mn;Nox,2.5596552,2.809015,2.8160856,2.8221667,3.187765,0.18449157,0.17316891,0.0672668,0.086410895,-0.09134675
Mn;Npl,2.6484241,3.0161083,3.34,3.67,4.0,2.6735635,2.6714542,0.052073818,0.0,0.0
Mn;Ntr,2.8447578,2.844816,2.9,2.9784632,2.9734855,-0.53491306,-0.11441119,-0.05534651,0.04535208,-0.015272102
Mn;O2,2.385873,2.8633332,3.4261506,3.969569,4.548439,-0.30695763,-0.071257025,-1.6058849,-0.5426921,0.8390484
Mn;O3,2.5312238,2.8933334,3.4307885,3.845021,4.4204526,-1.00746,0.050368186,-0.263048,-0.23183383,0.545991
Mn;P,3.169053,3.924337,3.982386,4.2766666,4.5633335,1.20573,1.2828064,1.2337584,0.0151989935,0.0
Mn;Pac,3.2493672,3.1085465,3.3017838,3.4636612,3.7532177,0.4273694,-0.023537949,0.26305822,0.6216235,-0.56487525
N1;N2,3.324607,3.5147116,3.8096128,4.17496,4.2081413,2.4637756,0.3910522,0.7633076,0.6882318,-0.33721963
N1;N3,3.369825,3.3037298,3.320557,3.326868,3.3536224,-1.8922057,-1.6301359,-0.4910662,-0.45477718,-0.8451161
N1;N3+,3.935874,3.9378357,4.095131,4.168648,4.1924,1.5340937,0.7530574,-0.041979957,0.66426784,0.45879734
N1;Nam,3.1239054,3.4351947,3.6202755,4.1995764,4.615976,-0.3489225,-0.1320472,-0.91528183,-0.67819625,-0.20996726
N1;Nar,3.4275334,3.57,3.9,4.23,4.576519,0.88665885,1.3026876,0.0,0.0,0.09550819
N1;Ng+,3.1711683,3.6042693,3.8944201,4.5034337,4.6222687,-0.6235896,-1.5621817,0.6063911,-0.63925093,-0.29908845
N1;O.co2,3.2667992,3.5523963,4.0299306,4.322821,4.4804583,3.0362108,-0.4202282,-0.71434575,-0.50865597,0.9491177
N1;O2,2.9318922,3.566647,3.6339943,3.8825693,4.741664,0.62514144,-0.3389458,-0.19822367,0.1936512,0.24924226
N1;O3,3.2926464,3.5273364,3.776665,4.176141,4.9411073,-1.1240612,1.1736208,0.6706762,-0.66932684,0.32064447
N1;S3,3.549036,3.75625,4.0779123,4.510023,4.700533,-3.2500558,0.80763364,1.7394595,-0.7541395,-1.0578301
N2;N2,3.0744889,3.8017669,3.9435863,4.3330193,4.695098,-2.4123266,0.043888114,-0.24300165,0.3041359,1.2474053
N2;N3,3.070942,3.5034328,3.8582067,4.409047,4.579636,1.4508008,-1.913898,-1.2051076,-0.09814732,0.51734287
N2;N3+,2.817204,3.34705,3.792701,4.012525,4.3620076,-3.7009254,-1.5640442,0.4726082,0.8771846,0.22232941
N2;Na,3.691399,3.633893,3.4043052,3.635587,3.403112,-0.85128576,0.035466526,0.14152296,-0.1436827,0.10200529
N2;Nam,2.8913155,3.2548525,3.72382,4.2881103,4.84797,-0.8693127,0.038415395,-0.710515,0.014683555,0.10141559
N2;Nar,3.1767192,3.4310238,3.76247,4.082237,4.5449796,-1.5818449,-0.20043309,0.35390332,-0.68594927,0.3245676
N2;Ng+,3.103906,3.4626298,3.985442,4.3934817,4.4913154,0.80546737,1.8347485,0.8617432,-0.15495808,0.6348477
N2;Nox,4.5796523,4.6885495,4.608715,4.6148357,5.127883,-0.01833348,0.057179563,0.080214724,-0.13441178,-0.24227566
N2;Npl,3.1954458,3.5863223,3.8183365,4.1751165,5.149769,-1.1072439,-0.12103919,0.60782933,-0.26339146,0.2791749
N2;Ntr,3.7250545,3.7564664,3.9213917,4.2977386,4.729325,-0.44802034,-0.25485855,0.21449116,-0.28091797,-0.525392
N2;O.co2,3.0088024,3.3191717,3.9669683,4.116291,4.5775847,0.43773365,0.7061598,0.13237178,-0.31311414,0.25207055
N2;O2,2.7452652,3.0468798,3.6968782,3.9822183,4.67117,-0.11552682,0.10764181,0.12697041,0.08080188,-0.026862461
N2;O3,2.8199735,3.0009096,3.885303,4.114071,4.553194,0.48237473,0.61216813,0.5245411,0.11783791,0.35518736
N2;P,3.56493,3.8039904,4.2649894,4.4608755,4.841033,-1.2321216,-0.32828867,-1.0750763,0.71643186,-1.4332099
N2;Pac,3.4313004,3.9868093,4.2017984,4.294334,4.6980834,-0.16281886,-1.255787,-0.8060057,1.1678286,0.60438806
N2;S2,3.1665463,3.5351312,3.9299939,4.1803565,4.665857,1.8159233,-2.7198138,-0.6375866,-1.0767,0.8751644
N2;S3,3.5237527,3.6109617,4.0127244,4.3703127,4.3782887,-0.2979904,0.31135538,-0.4802792,-0.15559982,0.10476449
N2;Sac,3.53,3.8788805,4.127481,4.1906347,4.5791397,0.34392568,-0.7137791,0.23524648,-0.06308677,0.46189922
N2;So2,3.3804004,3.6793725,3.961678,4.3801208,4.725293,0.5091715,2.0144975,0.67860615,-0.2948192,-0.7004393
N2;Zn,2.4866667,3.0480244,3.6230855,3.9466667,4.6522465,-1.1091654,1.0884646,-2.2263725,-0.6754505,-2.002422
N3+;N3+,2.6605499,3.2767866,3.8405135,4.0343127,4.4243636,1.0189795,0.70589954,-1.099296,-1.7313297,-0.46103182
N3+;Na,3.8951917,3.9133334,4.015,4.116667,4.158788,1.6834573,0.52793825,0.0,0.0,-0.027326172
N3+;Nam,3.2488463,3.4477553,3.878031,4.297688,4.409101,-0.28995386,-1.1120808,-0.56929106,-0.1899718,-0.048867654
N3+;Nar,2.7851121,3.5039463,3.4929464,3.977132,4.52963,1.1137072,-0.28587028,0.22047877,0.69375986,0.43408707
N3+;Ng+,3.1904964,3.7266436,4.0571136,4.3373814,4.64346,0.17131361,-2.0604858,0.6397738,-0.1608738,-0.9018835
N3+;Ni,1.8811029,1.8159289,1.7715315,2.0052156,2.0039358,-0.2956309,-0.13699292,-0.18158385,0.1389105,0.028190687
N3+;Npl,2.7083333,3.3285825,3.7200987,4.0612516,5.13439,1.4952552,0.9763321,-0.59653956,0.23975658,0.37639832
N3+;Ntr,3.8146622,3.8013854,4.275,4.49,4.705,-3.708376,-1.3096368,-1.6414723,-0.017178304,0.0
N3+;O.co2,2.6056216,3.2051303,3.5572903,4.0272346,4.7203565,-0.3895317,-0.019995172,0.25764215,0.0979953,0.23275705
N3+;O2,2.82095,3.2162395,3.629791,3.8101935,4.2343082,-0.017741257,-0.32024693,-0.21068276,0.0505677,-0.112175785
N3+;O3,2.7826207,2.9121766,3.5793068,4.1682935,4.5303974,-0.45061687,0.043645862,-0.22948182,-0.4297922,-0.08396007
N3+;P,3.2355816,3.7739193,4.1410575,4.506402,4.6668253,-2.347894,-0.2752917,0.0020218582,0.81820595,1.0814987
N3+;Pac,3.021604,3.365087,4.151554,4.4432225,4.6961937,1.964866,-0.34271264,0.070709996,0.48813534,1.102152
N3+;S2,3.925,3.9831738,4.50131,4.498102,4.6762943,-0.9942456,0.33704552,1.1237159,0.11213142,-0.19466355
N3+;S3,2.8916667,3.3195324,3.8911896,4.24168,4.7930703,0.51822066,-0.14087255,0.6747945,0.044440582,0.58887064
N3+;Sac,3.5021784,4.016234,4.022117,4.29123,4.6122813,0.07078147,-0.8922469,-0.061959885,-0.120739795,-0.73124707
N3+;So2,3.367063,3.7450666,4.248742,4.503974,4.8771825,0.17178051,-0.7534411,1.2645212,0.37777454,1.0289898
N3+;Sox,4.71965,4.7035136,4.7110944,4.494646,4.43952,-0.6464798,-0.2857254,-0.042339936,0.13568157,0.12800387
N3+;Zn,2.7033908,3.3554308,3.3181374,3.9371057,4.677566,-0.51379293,-1.4681884,-0.6590612,0.4536888,0.60835606
N3;N3,3.1476088,3.4802742,3.979939,4.3933907,4.64619,-0.07619854,-0.6538977,0.0222259,-1.222076,-0.4121151
N3;N3+,3.090121,3.339873,3.9365568,4.065273,4.3983474,0.8854815,-0.6447839,-0.8958842,-1.4050223,-1.1505924
N3;Nam,3.3382156,3.4754882,3.7729914,4.3247256,4.760206,0.109478086,0.54708666,0.9092582,0.69044113,0.17976226
N3;Nar,3.2193623,3.5641131,4.0977387,4.1917157,4.500781,-1.5630989,-0.7761917,-0.9908762,1.4746432,0.6566755
N3;Ng+,2.8858092,3.5688128,3.785918,4.1459203,4.5878634,-1.3230686,-0.56037205,-1.0004689,-0.10251442,0.48613995
N3;Nox,3.4233334,3.6166666,3.81,4.0033336,4.1966667,0.2811845,0.0,0.0,0.0,0.03165749
N3;Npl,2.9915707,3.6052938,4.0525675,4.3838277,4.5983324,-0.69056416,-0.31119913,-0.19317582,-1.6298482,1.3807504
N3;O.co2,2.8872998,3.534205,3.711563,4.3216815,4.4238544,0.9567522,-0.60814434,0.39099607,0.36587217,0.8006861
N3;O2,2.907568,3.4190671,3.5546913,3.793975,4.5914645,-0.45698228,-0.19300194,0.59668505,0.30681542,-0.006770541
N3;O3,2.7541537,3.1637917,3.6133811,4.192436,4.4530025,-0.67964303,-0.31111667,0.20545237,-0.5891406,0.5838323
N3;P,3.6973526,4.3182383,4.3215747,4.475642,4.7603073,1.3120831,1.8514361,0.766957,-1.2486598,-2.092662
N3;Pac,3.6698623,4.164791,4.3301573,4.4732184,4.7643957,1.2388488,1.0808702,0.31308046,-0.70801145,0.9397982
N3;S2,3.7131417,3.9568543,4.375693,4.578608,5.156555,-0.4981701,0.3359039,-0.94656867,0.8608597,-1.6498299
N3;S3,3.5616148,3.9075084,4.007043,4.393777,4.687074,0.9874995,0.14269957,0.7254752,1.9802202,0.74767727
N3;Sac,3.5097463,3.509427,3.5093312,3.5097327,3.7301524,1.3084369,1.2325664,0.6352821,-0.046297133,-0.6880622
N3;So2,3.7732978,4.021304,4.249689,4.468829,4.828634,0.3792163,-0.4574642,1.1129712,-1.7358992,0.3199025
N3;Zn,2.0381083,2.5969937,3.34,3.8123872,4.6994424,-0.6274549,-0.9725982,-0.35942307,2.2941232,-0.54782075
Na;Nam,3.9331872,4.2033534,3.9147155,4.195297,4.1155005,0.49279365,-0.109942526,0.074222185,-0.114411056,0.067333125
Na;Nar,4.0987444,4.0673866,3.7920663,4.0646243,3.8026843,0.3575527,0.1533817,-0.14004143,0.1361908,-0.14764148
Na;Npl,4.740995,5.060807,5.0352097,5.0632176,4.7601275,-0.5430794,0.22145331,0.011641286,0.055400744,-0.31685284
Na;O2,2.8123865,3.2366667,3.6901937,4.152083,4.342479,-1.2232788,1.9159294,-1.1011837,0.47011438,0.11857951
Na;O3,3.0079408,3.1333334,3.7136714,3.8921793,4.439295,0.039622508,0.08545238,0.22722179,-0.11400019,0.22142796
Na;P,3.381477,3.3713193,3.620425,3.820145,3.754119,0.25849035,0.41575304,0.44590527,0.43745494,0.16564849
Na;Pac,3.3250542,3.4666667,3.64,3.7826169,4.064315,0.4388466,0.03130694,0.0,-0.0547584,-0.8367724
Na;S3,3.5564275,3.5728161,3.3274317,3.2978847,3.3826933,0.63882107,-0.0077244486,0.07578091,0.08978488,-0.05146499
Nam;Nam,3.0731356,3.6130812,3.7109232,4.4710784,4.629413,-0.8716694,-0.5300006,-0.3667218,-0.11031376,-0.12519625
Nam;Nar,2.9005868,3.335559,3.7945786,4.1997347,4.9230413,0.007332089,-0.06155063,0.027617482,0.10926892,0.10980871
Nam;Ng+,3.1372159,3.4273565,3.60441,4.298241,4.601117,2.065429,1.2465818,-0.060814545,0.3393948,0.60776764
Nam;Ni,3.2862594,3.5266666,3.82,4.113333,4.4066668,-1.5665296,-0.46171355,0.0,0.0,0.0
Nam;Nox,3.6071916,3.6733334,3.834385,4.2928133,4.908611,0.82362694,0.0203578,-0.8881114,-1.1677055,-0.119204074
Nam;Npl,2.7061653,3.0701137,3.3875635,3.8418748,4.87925,1.9005853,0.6119796,-0.5753342,0.42272714,0.21304438
Nam;Ntr,3.1351664,3.7676175,3.765335,4.5334144,4.8142953,1.8570887,-0.67552733,0.16936465,0.57095397,0.047725525
Nam;O-,3.5633333,3.8066666,4.010899,4.331529,4.536667,0.581125,0.0,-0.20847873,-0.41725796,0.032126006
Nam;O.co2,2.7944322,3.3832023,3.8879287,4.0234737,4.6159625,-0.08851286,0.19973275,-0.4409179,-0.16382003,0.17818335
Nam;O2,2.5729177,3.1751366,3.5453784,4.158709,4.3069825,0.30268082,-0.0083904015,0.12741315,-0.016735464,-0.039668206
Nam;O3,2.996528,3.3028142,3.478548,4.300991,4.7133203,-0.36759552,0.017099641,-0.302571,-0.11074133,0.08268753
Nam;P,3.819104,3.931205,4.198061,4.763601,4.9067836,0.7337001,0.49780965,0.21103248,0.03340707,0.32815117
Nam;Pac,3.0438921,3.4523282,4.070527,4.3994575,4.6550717,-0.10026588,0.038283035,0.19447625,0.12543662,0.43736258
Nam;S2,3.4844158,3.7557247,3.9279509,4.324103,5.164705,1.0886239,0.3024165,0.8517366,0.2830223,-0.12279827
Nam;S3,3.0088232,3.3160505,3.7861435,4.381734,4.6039414,0.71327287,0.020375276,0.5873676,0.17757201,0.04092139
Nam;Sac,3.7740312,4.001988,4.0505733,4.570638,4.803529,-0.57291794,0.035296757,0.08743225,-0.15713155,-0.3304665
Nam;So2,3.3992445,3.6380022,4.4044075,4.2343116,4.719117,2.055828,0.97540134,0.3435056,0.5937335,-0.08013313
Nam;Sox,4.2157326,4.2833333,4.37,4.424955,4.4748883,0.3707189,0.26645148,0.0,-0.00077107886,0.06527267
Nam;Zn,2.2751157,2.9599597,3.43824,3.947191,4.359284,-1.9667802,-2.5945313,-2.294378,0.005587411,0.61654454
Nar;Nar,3.0852914,3.798159,4.0779376,4.5364695,5.181038,-1.0120615,0.03208049,-0.5959268,0.41083625,0.6474717
Nar;Ng+,2.9922483,3.4980965,4.021768,3.9799085,4.935797,0.50635237,-0.57491964,-0.21998572,0.027148435,0.28808007
Nar;Ni,2.4516666,2.7933333,3.135,3.4766667,3.8183334,-0.85614026,0.0,0.0,0.0,0.0
Nar;Nox,3.365,3.69,4.015,4.374421,4.631323,-0.42655003,0.0,0.0,0.1457792,-0.9337406
Nar;Npl,3.1991644,3.7756884,4.088227,4.528741,4.7004104,-1.6542242,-0.37211218,-0.048295096,0.05241624,-0.7934035
Nar;Ntr,3.8235111,4.0401597,4.2945037,4.346113,4.7834983,0.24842161,-1.2939422,0.70862144,0.6022271,1.3026973
Nar;O.co2,2.6126952,3.1057613,3.785575,4.1317406,4.8289003,-0.20138316,-0.80246484,-0.112122566,0.43582624,-0.21769634
Nar;O2,2.9448352,3.2184691,3.6876576,3.9689634,4.745518,-0.49514076,-0.12448499,-0.16122241,-0.26228243,-0.10644509
Nar;O3,2.9340708,3.087381,3.6700556,4.1761303,4.4887505,-0.11943218,-0.26914483,0.048971225,0.13035762,0.3963072
Nar;P,3.7764773,3.7815242,4.148074,4.49,5.1386366,-1.8424808,-0.5146618,1.3657079,-0.3287472,-1.9760119
Nar;Pac,3.7955658,4.1007485,4.1142154,4.5066667,4.733333,-3.1383913,0.028929992,-0.84062856,-0.5062256,0.0
Nar;S2,3.6159616,3.9736204,4.1540313,4.403333,4.6618533,-0.55336887,0.93462783,1.2786156,0.16354387,0.029720692
Nar;S3,3.5072165,3.8751848,4.0355163,4.4796505,4.812563,-0.63360834,0.10419626,0.0016886736,-0.065724716,-0.22503608
Nar;Sac,4.098846,4.1633334,4.405107,4.5266666,4.7083335,-0.59063774,-0.3228309,-1.9094759,-1.915447,-0.020751474
Nar;So2,3.8720012,3.85195,4.0285263,4.238982,4.252101,-1.5737851,-0.6832982,-0.85666174,-1.4877717,-0.55358267
Nar;Sox,4.463136,4.4232497,4.4999847,4.4816017,4.471289,0.14004953,0.11842712,-0.04569129,0.1524777,-0.028133413
Nar;Zn,2.6042254,3.2703636,3.5044634,3.6747816,4.4828906,-0.13436203,-0.018593112,1.2083733,-0.14733957,0.9516078
Ng+;Npl,3.4535837,3.676193,4.0751724,4.3788366,4.6551576,-1.006922,-0.7836427,0.048122827,1.0278658,-0.17430468
Ng+;Ntr,3.5494528,3.8065672,4.094038,4.3707113,4.62929,0.24745493,-0.74072826,-0.45956218,-0.19118458,-0.81785893
Ng+;O.co2,3.13,3.3226929,3.83,4.2045994,4.4939895,-0.11321168,0.4714273,0.44077247,-2.5883813,-0.92544276
Ng+;O2,2.868944,3.4643238,3.6265285,3.911485,4.4945645,-0.1341892,-0.041227818,0.050738472,-0.016586041,-0.10717486
Ng+;O3,2.9059393,3.058818,3.904281,4.034992,4.418037,0.45894867,0.4601183,0.064162105,-0.24527234,0.4300634
Ng+;P,3.6976864,3.9873571,4.1862106,4.528304,5.1771417,0.12618227,-0.012289987,0.0020917917,0.46127167,-0.9441541
Ng+;Pac,3.3019617,3.5569239,3.8585186,4.2472987,4.7176137,0.10887755,0.72868365,-0.036879953,0.17236637,-0.17537777
Ng+;S2,3.9314246,4.0378094,4.183023,4.535761,4.931027,0.3790638,-1.1262475,0.262224,-1.904575,1.3373959
Ng+;S3,3.7005477,4.226369,4.242582,4.4676685,4.675097,-0.5552545,0.20142603,0.23808561,-0.3150037,-1.7880021
Ng+;Sac,3.7434297,3.9413764,4.108924,4.7416596,4.6408954,0.26599455,0.063289955,0.20324317,0.47215676,0.30365953
Ng+;So2,3.6672509,3.9982512,4.1187315,4.4750147,4.704609,-0.46617007,-0.03036949,0.5047554,0.0464529,-0.14742891
Ng+;Sox,3.9049435,3.935214,3.9376996,4.2021856,3.9708567,-0.048190925,0.014766029,-0.07577109,-0.2231876,0.2680997
Ni;O2,2.448098,2.5964582,3.035,3.42,3.805,0.38666672,0.0824878,-2.252959,0.0,0.0
Ni;O3,2.414261,2.0957286,2.3599126,2.3788233,2.5440545,-0.20041424,0.14356342,-0.3126747,-0.43591017,-1.0018014
Nox;Npl,3.6189287,3.7633333,4.065,4.2989354,4.813355,-0.8659477,-0.8702841,0.0,-0.17076628,-0.8212707
Nox;O.co2,2.7236,3.1748185,3.464851,4.016667,4.3561225,-0.6083504,0.30958614,-0.45588362,0.39719486,-0.08425281
Nox;O2,3.0633333,3.4466667,4.0313053,4.371318,4.5706806,-0.28226832,0.0,-0.5103554,0.5258544,-0.059083425
Nox;O3,3.528682,3.7053487,3.9087853,4.2828827,4.520565,1.4887508,0.5019017,0.09923074,0.024033383,0.3695234
Nox;S3,3.6433334,3.9066668,4.17,4.4333334,4.6651073,0.068270504,0.0,0.0,0.0,-0.0008618551
Nox;Zn,2.35,2.71,3.1171527,3.43,3.79,-0.9963645,0.0,0.07484857,-0.16507463,0.0
Npl;Npl,3.579273,3.4034784,4.243486,4.242777,4.3982096,-1.4327209,-0.056280088,-1.1205153,-0.6323824,-0.57406104
Npl;Ntr,3.8571837,4.2054954,4.305,4.399339,4.7208943,-0.3366802,-0.5360938,-0.058447078,-0.09519165,-0.5362071
Npl;O.co2,2.8903666,3.0762649,3.7177837,4.3276277,4.587344,-0.5735864,-0.1893652,0.12479645,0.19618672,0.44486162
Npl;O2,2.9231856,3.2037506,3.7788615,4.0980015,4.294844,-0.5057013,-0.083547845,-0.47682,0.073596515,0.059282698
Npl;O3,2.9390478,3.4817512,3.8164122,4.1552334,4.572925,-0.019626092,0.5614894,0.4391072,0.023369081,-0.4503174
Npl;P,4.0432897,4.3245764,4.445227,4.5431385,4.650441,0.55293214,-0.11382743,0.8797746,0.11083782,1.075779
Npl;Pac,3.8637729,4.076291,4.0677195,4.5204983,4.357283,1.0255728,0.6164746,-0.10544242,-0.93626076,0.1810099
Npl;S2,3.356138,3.8171442,4.080793,4.4057913,4.843705,2.3560135,-0.48868603,-1.2355405,0.03426769,-1.4536989
Npl;S3,3.37449,3.678902,3.8865674,4.2848005,4.93056,0.06659306,0.41249207,-0.0929612,0.39524797,-0.45738328
Npl;So2,3.587564,4.007281,4.1184134,4.6331186,4.655646,-1.3278947,-0.4636317,-0.6042146,-1.0171635,-0.51116735
Npl;Zn,2.3817625,2.79,3.23,3.67,4.055277,1.789983,0.011257824,0.0,0.0,1.2932249
Ntr;O.co2,3.4026184,3.842896,3.8254173,4.303772,4.529009,-1.7196023,-2.0479364,1.2943833,1.8717825,0.67992175
Ntr;O2,3.2756343,3.6567543,4.017198,4.177277,4.550071,0.46501878,-1.427661,-0.89242303,0.4410115,-0.14570181
Ntr;O3,3.200252,3.5606837,3.7778444,4.5010567,4.5747943,-2.641699,0.6406799,0.94643927,0.90347,0.4022144
Ntr;S3,3.7456512,3.9140806,4.324225,4.367849,4.636908,-2.9275954,-0.9397898,-2.0566201,-0.8269771,-2.2835755
Ntr;Zn,3.04,3.34,3.64,3.94,4.24,-0.3351764,0.0,0.0,0.0,0.0
O-;O.co2,4.9090433,4.604467,4.652199,4.9101734,4.903873,-0.05303382,0.029907355,-0.1789099,-0.14565292,-0.0026820041
O-;O2,3.6266668,3.8615735,4.2380624,4.4266667,4.852717,-0.42439222,-0.04680603,-0.3996142,-0.23215568,-0.1255719
O-;O3,4.524101,4.5733333,4.5955358,4.904464,4.897131,0.5733515,0.34690508,-0.44043592,-1.9196252,-1.9010358
O-;S3,3.9275784,3.9285805,3.8800309,3.8840888,3.8171954,0.09539873,0.07482048,0.03925264,0.079900935,0.09259981
O.co2;O.co2,4.6190624,4.6123514,4.6844463,4.6812625,4.926999,0.5307966,0.22305882,-0.16756089,-0.07161741,0.22515267
O.co2;O2,2.8089817,2.9720187,3.7538908,3.9280138,4.707581,-0.16339292,0.21769206,-0.076552235,-0.19180006,-0.077164985
O.co2;O3,2.5988135,3.0054471,3.9580622,4.0557914,4.464274,-0.1513996,-0.047708537,0.19178785,0.06718645,0.28976133
O.co2;P,3.6332712,3.9386,4.1294885,4.5506706,4.850591,-0.854897,0.42288047,-0.13478102,-0.028025357,0.66487855
O.co2;Pac,3.2946122,3.6616006,4.097277,4.4313254,4.6091266,1.7248014,0.11145916,1.7860879,0.36293995,-0.68147844
O.co2;S2,3.1632433,3.5506563,3.8060868,4.2840004,4.6665134,-1.8160928,-0.042153966,-2.2858834,-0.5606689,-1.2148169
O.co2;S3,3.0747674,3.4907126,3.9625068,4.246502,4.590849,-0.02244192,-0.45864654,-0.0073718927,0.8183886,0.044490237
O.co2;Sac,3.6013048,3.8085167,4.125514,4.298738,4.4604425,0.97551125,0.7454987,1.1583968,-0.033763878,-0.11101914
O.co2;So2,3.7252986,4.0143447,4.3776793,4.836302,5.18484,0.7761758,0.13088034,-0.9592372,-0.91863626,-0.3679789
O.co2;Sox,4.261008,4.381687,4.381304,4.258017,4.182783,-0.43406466,-0.16168906,-0.035302866,0.08906896,0.1532471
O2;O2,2.995415,3.2219658,3.3543994,3.9570422,4.5951185,0.13894852,-0.1867147,0.090363175,0.11281995,-0.04120716
O2;O3,2.8379636,3.3370404,3.5611844,4.130315,4.8973675,0.14826046,0.050629336,0.1965375,-0.004545186,0.087744184
O2;P,3.1153812,3.6168883,3.9261475,4.2548175,4.689149,3.1862593,0.6001136,-0.49712136,-0.25061044,0.13588145
O2;Pac,3.300865,3.6570818,4.0032096,4.50451,4.683861,1.0953655,1.6845816,-0.26499757,0.26265913,0.20091866
O2;S2,3.1257477,3.5088694,3.915558,4.2127805,4.9276342,0.2669468,0.57167053,-0.21699437,0.26508218,0.14971098
O2;S3,3.2371876,3.492177,3.8247674,4.3441606,4.5095725,0.915456,0.4283629,0.22749647,0.34756213,0.1077739
O2;Sac,3.9194221,4.039548,4.52491,4.5861087,4.741992,0.3211098,0.6651355,1.9630275,1.5579525,0.614319
O2;So2,3.4387383,3.7083306,3.9934778,4.218278,5.16573,-1.2435976,-0.3882852,-1.0686759,-0.70215386,-0.34211546
O2;Sox,3.605,3.8762434,4.135,4.4,4.514288,-0.041911747,-1.1001166,-1.117965,0.0,-0.35489497
O2;Sr,2.9616666,3.3133333,3.613842,4.016667,4.339517,1.0008211,0.0,0.07596165,1.0000452,-0.0014173001
O2;Zn,1.9513429,2.6218207,3.2313387,3.7255776,4.5245275,0.39560127,-0.34607303,0.19205591,-0.14168991,0.587759
O3;O3,2.5761662,2.657914,3.6865635,4.2058873,4.2825894,0.27206677,-0.06895262,0.09385132,-0.057534233,0.08039161
O3;P,3.4080062,3.720966,3.854214,4.3571267,4.756181,0.41741467,-0.49956426,0.0134979,0.37564245,0.5476471
O3;Pac,3.1618278,3.8810816,4.133291,4.274854,4.8090253,0.04875489,-0.095560335,-0.802425,-0.5862161,-0.9250124
O3;S2,3.1266732,3.5196075,3.9568963,4.3672276,4.4454317,1.8414991,-0.24125528,-0.02118828,-0.7992556,0.26593974
O3;S3,2.768915,3.1821558,3.8732274,4.1501217,4.5205073,-0.04864039,-1.062867,0.019021362,-0.31772947,-0.18207061
O3;Sac,3.8939624,3.9089615,4.282829,4.507533,4.622857,-0.93848306,-0.89201605,-0.8949883,-1.0299954,-0.6345316
O3;So2,3.3708055,3.8148022,4.2236114,4.3744364,4.8608584,-0.8428626,0.01836769,0.128688,0.22665456,0.7839228
O3;Sox,4.0882792,4.241223,4.36,4.5033336,4.5845456,-0.74545735,-0.7430817,-0.11307604,0.0,0.0011193084
O3;Sr,5.110354,4.74759,5.115147,4.7438536,4.7516747,0.47168788,-0.12971812,0.11769149,-0.15667205,0.01725638
O3;Zn,2.325705,2.952928,3.4738648,4.0956473,4.3536444,-0.40310076,0.6842142,-0.31175774,0.89948356,0.22314435
P;S3,4.2551775,4.478393,4.527159,4.705484,4.7689548,-0.2387902,-3.4848013,-0.42830428,-0.23528111,-0.34673092
P;Zn,2.8956769,3.0025325,3.1522481,3.4173481,3.6816666,0.61440593,-0.51683724,-0.9928965,-2.0585623,1.5605023
Pac;S3,3.411046,3.7933333,4.085,4.3766665,4.6431036,-1.5975599,-0.14891188,0.0,0.0,3.3639462
Pac;Sr,3.841816,3.4688928,3.5594163,3.8435407,3.5072567,0.3748184,-0.13537484,0.16306597,0.10874352,-0.13094935
Pac;Zn,3.0648344,3.4636512,3.9200191,4.113333,4.440045,0.5123035,-0.4047523,-0.5948556,-0.3890854,0.0019897118
S2;S3,3.4377882,3.7320871,4.0752516,4.287602,4.733981,2.375893,0.49664682,-0.7628271,-1.9065564,-0.43010074
S2;Zn,2.751181,3.1533334,3.531338,4.128,4.5383334,0.95141214,0.30934873,0.9706032,0.31380543,0.16726954
S3;S3,3.4454312,3.8805418,4.2111735,4.4714203,4.8883495,-2.480188,0.30113074,-0.62094396,0.3950566,-1.3975081
S3;Sac,3.386156,3.4091094,3.4926784,3.7188656,3.4927578,-0.3879633,-0.3265542,-0.3649471,-0.5242937,0.20925154
