,cut1,cut2,cut3,cut4,cut5,w1,w2,w3,w4,w5
Br;C+,3.601846,3.5591197,3.9874387,4.0022154,4.1637526,-0.8964779,0.24853769,0.18366927,0.41798404,1.8815546
Br;C1,3.588915,3.8082662,4.1814,4.35,4.605,3.0293207,-1.6602366,-0.8901143,-0.46539962,0.0
Br;C2,3.3588102,3.864452,4.180521,4.3138885,4.52333,0.4213162,-0.40811896,-0.18755479,0.80122805,1.8424765
Br;C3,2.863031,3.6004744,3.8793128,4.285644,4.523673,-0.77493566,0.54044455,0.15340295,-0.06306174,0.12850252
Br;Cac,3.859572,4.122723,4.1508594,4.457395,4.615,-1.1527323,-1.0353427,-0.12265699,0.97467977,0.052425593
Br;Car,3.6254406,3.847958,4.283236,4.510693,4.8215175,0.054244045,-0.037047476,-0.4361181,-0.20871596,-0.67709416
Br;HO,3.2577736,3.6056685,4.032214,4.2896028,4.7580624,-1.2331661,2.1795483,2.0271716,1.0668104,-0.74390584
Br;N2,3.6478786,4.0421786,4.277656,4.4623556,4.5852475,0.7283854,-0.101773866,2.4067676,-0.25788316,0.36516732
Br;N3+,3.9017065,4.151356,4.34,4.657082,4.871428,-0.5336445,-1.546299,-0.08116623,0.6185321,-1.6140774
Br;Nam,3.3003168,3.8980143,4.236456,4.5631685,4.736444,-1.2421806,0.26265398,-0.61543983,0.023213021,-0.24056602
Br;Nar,4.6001277,4.600715,4.696822,4.614881,4.6529775,-1.060563,-0.8559691,-0.60270184,-0.40600345,0.630383
Br;Ng+,3.4730384,3.6129808,3.9412482,4.1857953,4.602776,-2.949681,-0.21256068,0.9173222,2.2708812,0.23067789
Br;O.co2,3.4695954,3.7466667,3.9928186,4.3846207,4.6640263,-0.1796072,-0.36988172,-0.047271665,2.0305936,-0.7089352
Br;O2,3.0520732,3.226875,3.9501638,4.247507,4.5833945,-0.2856363,-1.13364,-0.61910725,0.034649394,-0.8895512
Br;O3,3.7907495,4.2408843,4.2113028,4.4452252,4.5929136,-1.3558692,0.8033932,0.53094834,0.07239596,0.809654
Br;S3,3.3953826,3.8334758,4.001674,4.532651,4.7435513,-1.6532097,0.8271718,0.23082387,-0.22875579,0.6485575
C+;C+,3.7675421,3.9291785,4.0853925,4.3129005,4.6239047,-2.1446493,0.58820087,0.12817658,0.6992643,-0.5360735
C+;C-,3.671564,3.8638296,4.207562,4.58914,4.77826,1.0796857,-0.96683437,-0.44125327,0.12788165,0.3286489
C+;C1,3.8762836,3.8931553,4.3070817,4.5226655,4.6594796,-0.17369041,-0.01296355,0.60071886,0.9822678,0.45367053
C+;C2,3.5820553,3.8236923,4.032685,4.731213,5.175097,-1.06769,-0.3305275,-0.5139954,0.09681392,-0.2683016
C+;C3,3.5505416,3.7034745,3.948506,4.530892,4.762484,0.5518044,-0.039316185,0.12892477,-0.0068952446,0.18345855
C+;Ca,4.9058256,4.897655,4.912069,4.7217913,4.8748636,-1.2441492,-2.3502338,-2.3961008,-2.4513204,-2.1272304
C+;Cac,3.6886978,4.0790353,4.2090425,4.408723,4.6282554,-1.1855996,0.19819652,0.13773839,-0.058102947,0.39028287
C+;Car,3.1077118,3.7682226,3.9602387,4.168869,4.660067,-2.1100771,0.15390113,-0.33341515,-0.044684812,0.14496256
C+;Cl,3.7397652,4.16236,4.167727,4.4960885,4.6195583,1.9268595,0.4365736,0.55990165,-0.32076788,-1.2021083
C+;F,3.2317483,3.4848282,3.7821443,4.4261746,4.707338,1.5431222,-0.5567482,-1.0199676,0.20260842,-0.63915
C+;HO,2.7954066,3.23337,3.7330158,3.9263303,4.80228,-1.2061479,0.16319716,-0.15900332,-0.44940227,-0.21882021
C+;I,5.0182815,4.488874,4.4870443,4.815743,5.021437,0.33029455,-0.0049710297,0.01225391,0.3109068,0.39512438
C+;Mn,3.3566666,3.715349,3.7850382,3.9906595,4.115552,0.19109258,-0.43866658,-0.5970043,-0.1799198,0.19135675
C+;N1,3.8599536,4.0792947,4.3417845,4.3857694,4.531215,-0.14886086,-0.84586525,-0.07411385,-0.6228807,-1.3334153
C+;N2,3.519298,3.8699172,4.186636,4.1856284,4.6535435,1.9198599,-0.0601636,0.6747269,0.1263728,-0.37639546
C+;N3,3.8433332,4.0951915,4.2560964,4.449853,4.5901604,-1.6074035,0.25997606,-0.20242983,-1.8139362,-0.4488221
C+;N3+,3.5847037,3.8727279,4.0216126,4.5550513,4.735036,3.3073168,-1.8304925,1.3818935,1.9876226,1.1153488
C+;Na,4.7982416,4.853609,4.5396266,4.752839,4.7410316,-0.73990643,-0.019776728,0.14860737,-0.11764871,-0.10148506
C+;Nam,3.3283298,3.6770313,4.2552156,4.4343257,4.818902,0.24737251,0.24956599,-0.6906349,-0.09259423,-0.44278273
C+;Nar,3.4252226,3.7644928,3.9672763,4.233521,4.887916,2.0096457,0.6069181,-0.51489204,0.2186291,-0.5768566
C+;Ng+,3.215112,3.7549922,4.145907,4.43849,4.873416,-0.7610856,-1.4885798,-0.79981196,-0.55430084,0.27870265
C+;Npl,3.671487,4.028972,4.07193,4.490185,4.5683174,-0.70437145,0.6919621,-0.02749076,-0.96329755,0.14802417
C+;Ntr,4.2252336,4.4401045,4.536767,4.552317,4.8777766,1.4721417,0.19839203,-0.5316758,-0.83076996,-0.19126546
C+;O.co2,3.2496693,3.8684893,3.9800909,4.182258,4.528577,0.2888985,-0.30739722,-0.1350869,0.17527035,-0.4144913
C+;O2,2.7687135,3.4499764,3.7762823,4.2060785,5.1747847,0.25414413,0.08934494,-0.12922558,-0.025758745,-0.1353893
C+;O3,2.8862565,3.399577,3.559959,4.2569156,4.5165167,-1.855383,0.51023406,-0.43712613,-0.055758644,0.12460558
C+;P,4.095939,4.211366,4.513166,4.7147956,5.1657963,-0.29357877,-0.7764431,0.28167236,0.98732954,0.6431514
C+;Pac,3.547857,3.7707613,4.0996866,4.2766438,4.8677616,0.5921039,-0.322767,0.49046448,0.037962995,-0.16122118
C+;S2,4.0187597,4.015719,4.2079554,4.189209,4.4688063,1.4381446,-0.105275795,-0.9134711,-1.09821,0.7061928
C+;S3,3.8106751,3.9804642,4.224215,4.596044,4.8315454,1.6992588,0.527674,0.8501533,0.12597825,-0.27194968
C+;Sac,4.274631,4.533582,4.7115602,4.880399,4.7690763,0.07717449,0.5136586,0.11791523,-0.11157553,-0.20577833
C+;So2,4.2317243,4.2976694,4.7051635,4.347034,4.809015,0.30879366,-0.21512505,-0.6556461,-0.010849804,-0.13515216
C-;C1,3.563797,3.7393918,4.208188,4.544182,4.814429,-0.891807,-1.7272195,-0.5862996,0.6128332,0.1659033
C-;C2,3.3866003,3.733604,4.2140903,4.363738,4.553441,-1.1140289,-0.032673873,0.50390625,0.31298137,-0.07993938
C-;C3,3.4072511,3.8061543,4.169252,4.359363,4.8168325,0.9053066,0.31156212,0.11681177,0.34205842,0.055814195
C-;Ca,3.5160167,3.3859577,3.6838808,3.6511993,4.0916533,-0.14957346,-0.5607463,-0.79072607,-0.7361782,-1.6098822
C-;Cac,3.4169168,3.9017694,4.301932,4.4749007,4.6134143,-0.43787268,-1.68972,-0.98966694,-0.11340652,-0.56846327
C-;Car,3.4574285,3.7068672,3.981522,4.359432,5.1456823,-0.13178778,0.2561472,-0.031095793,0.057658885,-0.121551976
C-;Cd,2.9050336,3.1266668,3.38,3.6333334,3.8866668,0.8469088,0.02107476,0.0,0.0,0.0
C-;Co,2.8494117,3.1730077,3.1796536,3.1258628,3.4605749,2.6985195,0.4269729,-0.5359639,-0.8413522,1.1664791
C-;Cu,3.2444491,3.5333333,3.88,4.1024756,4.5733333,0.42631987,0.0016893898,0.0,-0.7449895,-1.2312587
C-;Fe,2.7957044,3.2744203,3.7067642,4.1067805,4.4383335,-0.11428138,-1.5283525,1.2887517,0.76923305,0.10138837
C-;HO,2.2220597,2.970092,3.2500117,3.8178322,4.7007346,-1.1178123,0.20168172,-0.033439588,-0.16520545,0.42520922
C-;Mg,2.5326557,3.276401,3.5555627,3.9335716,4.366667,4.328448,2.695888,-0.7513879,1.8988158,-0.46635407
C-;Mn,2.9332373,3.3533332,3.745,4.136667,4.6167393,-0.08799408,-0.40374115,0.031691555,0.0,-2.0169606
C-;N2,3.3489978,3.7491653,3.872019,4.4614916,4.552348,0.09730796,-0.120690696,0.29742506,-0.23944859,0.6334474
C-;N3,2.9937015,3.5084858,3.8796258,4.235763,4.855079,0.6342244,1.0245782,-0.4097818,-0.92732424,1.039967
C-;N3+,3.1832552,3.6979654,4.122371,4.351925,4.649795,-0.5838186,0.2929068,-0.16720557,0.19381583,-0.64026403
C-;Na,3.6017807,3.8633332,4.065,4.266667,4.454534,-0.21357766,-0.21646234,0.0,0.0,-0.021515362
C-;Nam,3.0863452,3.4232485,3.8726356,4.3952627,4.6205497,-0.2579968,-0.32926223,-0.10020254,-0.11952467,-0.32857352
C-;Nar,3.6813657,3.8478699,4.113617,4.29441,4.568588,1.2684313,0.0100899795,1.3268852,-0.38115358,1.4643972
C-;Ng+,3.3693244,3.447867,3.853732,4.117211,4.774851,-0.10288561,0.37490022,0.23764695,-0.06394736,0.10400644
C-;Ni,2.8782876,2.7844455,2.7889194,2.8545272,3.1448677,-0.848289,-1.3636285,-0.9029353,-0.689045,0.4566266
C-;Npl,3.4756026,3.560041,4.0928497,4.3339615,4.460527,-0.09848978,0.85652995,0.047595926,0.010150059,0.45638147
C-;O.co2,3.0570405,3.7051685,3.7961795,4.375189,4.6103497,1.0690272,1.7940084,0.91680086,0.46472254,-0.21550739
C-;O2,3.0669296,3.709315,3.9540758,4.2624273,4.7048526,1.8198464,-0.285538,-0.50662535,-0.5965413,-0.013180922
C-;O3,2.7355719,3.1101336,3.7686362,4.318785,4.494034,-4.2410955,-0.6235823,-0.40957096,-0.24717022,-0.36796853
C-;S3,3.6680577,3.9883046,4.1790576,4.3999724,4.585215,0.7518624,0.32143456,-1.4445119,-0.93234056,-0.106775805
C-;Zn,2.9143448,2.9900553,3.7925112,4.1209836,4.769298,1.27754,0.0666067,0.71498144,1.6003342,-0.817639
C1;C1,4.684223,5.093509,5.118555,5.0455575,5.1491303,-1.7742213,-2.356414,-2.162947,-2.042744,-1.9708748
C1;C2,3.397502,3.9383492,4.177617,4.3444133,4.6041336,1.038524,-0.3944458,0.056731857,-0.07765755,-0.2138519
C1;C3,3.2424994,3.743424,3.948286,4.2099934,3.8770978,1.8941635,0.0071271574,-0.20086715,-0.105525084,0.12525888
C1;Cac,3.9318306,4.0699935,4.142858,4.428687,4.948112,-1.569189,-0.9887867,0.8147385,-0.09850701,-0.73282427
C1;Car,3.2218406,3.360839,3.6291509,4.33218,4.6783814,1.4821781,0.32218125,-0.124751635,-0.011106412,0.18487906
C1;Cl,4.0020123,4.2695413,4.341459,4.5305805,5.1826334,0.84474075,1.662189,0.10686239,-1.6243197,-0.9509215
C1;F,3.361381,3.407821,3.6113348,4.1729145,4.4337997,0.6950196,0.22851373,-2.7675345,0.11119204,0.56450087
C1;HO,2.4196105,3.1288435,3.4367385,4.079661,4.684695,-1.2210505,0.15326971,-0.5247939,0.43894517,0.36943653
C1;Mn,3.516832,3.5162544,3.194754,3.4698613,3.4577096,-1.1550721,-0.24922626,-0.2876287,0.26442948,0.01849692
C1;N1,4.5111933,4.511533,4.221497,4.591667,4.897328,2.2548478,0.7141236,-1.3199154,-0.7769373,-0.20884581
C1;N2,3.392599,3.7515936,3.969527,4.270346,4.60813,0.31610817,0.8286747,-0.5213649,0.41960028,-0.6937893
C1;N3,3.213348,3.6166666,3.991296,4.3740463,4.330398,-0.4905338,-1.0248113,2.0940108,0.3143604,-0.117386125
C1;N3+,3.4970336,3.8644443,4.0117173,4.4496617,4.6378894,-1.5603235,-0.31309876,-3.0757184,-1.0532306,-0.3611297
C1;Nam,3.0186484,3.4983394,3.886405,4.158207,4.5634365,-0.032074053,-0.6787333,-0.1674149,0.38380304,0.44232154
C1;Nar,3.3679135,3.4441175,3.9953363,4.2183676,4.687002,1.2991965,0.1769186,-0.7618029,-0.41952887,0.69373286
C1;Ng+,3.4305634,3.8957767,4.2206793,4.4703937,4.518358,-0.018954642,-1.046497,-0.44552028,-1.5522609,-0.5741333
C1;Nox,4.80727,4.8143773,4.763223,5.0347066,4.8299117,0.2848235,0.28472066,0.06114042,-0.015430418,0.27425185
C1;Npl,3.3673708,3.628603,3.9247663,4.3773046,4.5405197,1.2403662,-2.6570868,1.6776103,-0.2399373,-1.2733668
C1;Ntr,3.9948554,4.059584,4.318937,4.3998623,4.5139,-1.6559117,-0.9519508,-1.0190877,-0.03603473,-0.29712713
C1;O.co2,3.2169952,3.4631636,3.8409944,4.30004,4.489329,1.1068112,0.5306267,0.47466624,-0.34376916,-0.9705677
C1;O2,2.9949214,3.629068,3.5992582,4.066334,4.465118,1.0224606,0.2281063,0.10383976,0.001668337,-0.12125714
C1;O3,2.9763834,3.2324173,3.66377,3.856581,4.7036233,0.66249466,0.74644786,0.012759401,-0.13053101,-0.2639021
C1;P,3.8451512,4.1720777,4.549533,4.616453,4.764895,-3.1022155,0.386045,0.10899554,-0.3418728,0.7173251
C1;Pac,3.933587,4.080015,4.444226,4.672432,5.169066,-0.7301143,0.23723531,0.61720383,0.043057516,0.2854376
C1;S2,3.392347,3.8173358,4.162899,4.541924,4.632417,-0.88205236,-0.72324383,-3.020269,-0.13510427,0.482282
C1;S3,3.4325244,3.7601323,3.958034,4.2281156,4.667297,1.4768833,2.7346573,2.1502512,2.133397,0.97459656
C1;Sac,3.7366667,3.95118,4.115824,4.4166665,4.626993,-2.255403,0.06917885,0.37504563,0.3323993,0.33289114
C1;So2,4.521685,4.5300255,4.662013,4.828823,5.164691,0.2567551,1.3124604,2.7142255,1.1778547,0.9153269
C2;C2,3.4082615,3.7667825,4.042178,4.2808185,4.6196747,1.1126267,0.35033232,-0.279693,0.1263278,-0.058650292
C2;C3,3.2375262,3.6786783,4.2285194,4.7141438,4.3788996,-0.13551094,-0.143099,-0.07234056,-0.053919826,-0.046374023
C2;Ca,3.5733333,3.7666667,4.0422893,4.26242,4.478152,0.51029587,0.0,0.08089941,-0.07857338,-0.9590771
C2;Cac,3.599084,4.06081,4.2606473,4.47695,5.0954795,0.07041367,-0.22048295,-0.5107295,0.1921801,-0.12946095
C2;Car,3.1933708,3.4962654,4.001772,4.3612156,4.8568263,0.53794724,-0.07366808,0.026499797,-0.016579755,-0.024403343
C2;Cl,3.1295233,3.4386568,3.912191,4.290391,4.8276653,2.784758,0.9248575,0.3923983,0.05961864,-0.07860771
C2;Co,2.8923287,3.2266,3.1853297,2.9437077,3.2474217,-0.3699885,-0.1451422,0.3265284,0.15210651,-0.33815205
C2;Cu,3.0067925,3.4100475,3.555,3.8566666,4.1583333,0.53767616,-0.12182172,-0.25951484,0.030871876,0.0
C2;F,2.9077747,3.6198869,3.7379172,4.2636776,4.447749,-0.39023924,-0.7378347,-0.41156211,-0.013394817,0.261504
C2;Fe,2.9239306,3.3166666,3.720726,4.133333,4.5416665,0.4148308,-1.2677652,-0.034538623,0.6281181,0.0
C2;HO,2.0831919,2.4748993,3.3732684,3.764079,4.730638,0.61787313,0.22774237,-0.16888012,0.002052943,0.05326942
C2;I,3.731884,3.9796815,4.086948,4.424598,5.031961,0.014735372,-0.060896203,-0.20630164,-0.21143962,-0.5236775
C2;Mg,2.8002803,3.331115,3.790708,4.14,4.472631,-0.6052243,-1.3875062,-0.9985397,-0.056004897,0.49668646
C2;Mn,2.753525,3.2968862,3.51,3.86125,4.203321,-1.920847,-1.5157739,-0.6586707,0.818213,0.5513938
C2;N1,3.3245046,3.672149,4.1674433,4.4392395,4.7555842,-0.09629897,-0.3709018,0.01717551,-0.12449212,-0.31092933
C2;N2,3.3768022,3.5001223,4.029163,4.3147507,4.212047,0.4221298,0.25243297,-0.07834964,0.33519128,0.08616242
C2;N3,3.5144718,3.7346644,4.1353335,4.43973,4.591681,0.13287206,0.35441867,0.030056277,0.16758053,-0.40748316
C2;N3+,3.2172453,3.4803345,3.9459283,4.4507656,4.7488875,-0.41958246,1.44032,0.19695272,0.4203778,0.17727928
C2;Na,4.707132,4.703345,4.7127633,4.7229795,4.6601744,0.58931845,0.049874093,0.052785855,0.08179981,0.11906971
C2;Nam,3.3034484,3.6309702,3.8182786,4.4503984,4.744202,0.72270083,0.28602973,0.13992687,-0.0016413702,0.20773323
C2;Nar,3.4617193,3.5390427,4.0353675,4.2657094,4.680178,0.4705599,0.29059085,-0.0010420977,-0.005905289,0.10366651
C2;Ng+,3.274666,3.5953753,3.8343968,4.3038826,4.528933,-1.6512926,-0.41763547,0.20473456,-0.09178092,0.16094509
C2;Ni,2.8020267,2.8090847,3.0843656,3.1209402,2.8190184,0.95992017,0.79367644,0.6977293,0.55122155,-0.28360602
C2;Nox,3.396835,4.006441,4.0200787,4.375133,5.0361633,-0.36276266,-0.20683904,-0.24250998,-0.13315086,-0.27473193
C2;Npl,3.3398774,3.6653328,4.4615574,4.2309933,4.7465405,0.43588063,0.25209403,0.102294184,0.02988781,-0.14277601
C2;Ntr,3.8939521,4.077306,4.2933106,4.5638933,5.1767554,0.500035,-0.06329083,0.8123305,0.28016815,0.28603193
C2;O-,4.295978,4.4957213,4.450467,4.7033334,4.7944465,-0.42445412,0.37480286,0.39460897,0.28045118,0.03401375
C2;O.co2,3.179567,3.499725,3.8460462,4.386766,4.596676,0.3436809,0.25139073,-0.0530947,0.36965072,-0.064736396
C2;O2,2.8619046,3.160047,3.4690754,4.406249,4.556957,-0.8475591,-0.11821309,-0.074152455,0.017311793,-0.03260586
C2;O3,2.8774831,3.3403885,3.9445698,4.0626564,4.693338,0.6862011,0.14454927,-0.022838552,-0.18378909,-0.029587347
C2;P,4.070478,4.1470366,4.3738985,4.5503116,4.8942065,-0.10413326,-0.13127048,-0.5584067,-0.1944839,0.22612475
C2;Pac,3.7695906,3.9345767,4.461858,4.528479,4.672482,2.3279436,-0.631623,0.026215365,0.16411915,-0.35720408
C2;S2,3.4260037,3.7712088,4.169365,4.4124346,4.5960207,-1.3802933,-0.90846014,-0.15818481,-0.4373991,0.17611937
C2;S3,3.1624882,3.61204,4.050879,4.4661083,4.613423,1.3029857,0.7510628,0.16382319,-0.4624955,-0.23156574
C2;Sac,4.0265403,4.2614164,4.4841533,4.5063314,4.917135,-0.32910475,-0.83628476,-0.4970071,0.06479165,0.3694958
C2;So2,3.736334,4.087643,4.235888,4.570205,4.61929,-0.9852087,-0.21301824,0.9496402,-0.28380895,-0.1641923
C2;Sox,4.344222,4.6370254,4.8642397,4.8509665,4.8113847,0.024210704,-0.18316223,0.2069005,0.26406983,-0.14935683
C2;Zn,2.6559958,3.1813803,3.6974845,3.9326634,4.5791435,0.36484614,0.49540636,-1.7475742,-1.1083056,-0.11817968
C3;C3,2.5308409,2.987963,3.4312825,4.0466146,4.6402307,-1.481763,0.42614082,0.097013064,-0.027989902,-0.028536705
C3;Ca,3.2943223,3.592288,3.9240627,4.265129,4.6155624,-0.0005051671,-0.24357425,0.14855649,-0.66412973,0.8630964
C3;Cac,3.3918917,3.6278682,3.890926,4.62636,4.4962544,-0.8382712,0.23366784,-0.11612839,0.08095538,0.08347492
C3;Car,2.9042518,3.0970867,3.6286738,4.024075,4.5822573,-0.7273445,0.109532215,-0.027078224,-0.01731693,-0.028043702
C3;Cd,3.9183333,4.114545,4.336089,4.612034,4.615995,0.13650376,0.952776,0.6574696,0.35865438,0.2758216
C3;Cl,2.6326153,3.3196275,3.7361088,4.1332107,4.6516023,-1.5272883,0.9438511,0.1810494,-0.08350564,0.07000585
C3;Co,3.0950725,3.53,3.8733604,4.174262,4.5954146,0.95793855,1.3443117,-0.34858242,0.12297226,0.56118697
C3;Cu,2.9797285,3.3735297,3.7482378,3.986216,4.6374025,0.18198553,0.3310661,-0.61211056,0.73459154,0.25660488
C3;F,3.2657812,3.4374876,3.8147764,4.166312,4.3128304,0.25179455,-0.24355315,0.04279041,-0.1593913,0.09154205
