,cut1,cut2,cut3,w1,w2,w3
HO;S2,2.8110375,3.9292698,4.506669,0.28591856,-0.40966317,-0.6033142
HO;S3,2.450516,3.0340812,3.957604,0.1347109,1.0750673,0.35742825
HO;Sac,3.0873954,3.875,4.9122076,-0.9471566,-1.8523579,-1.3738849
HO;So2,2.9405215,3.8502798,4.3312964,0.41867906,0.7937098,-0.37779585
HO;Sox,3.5884705,3.955,4.3675,0.34569758,0.27498037,0.0
HO;Zn,2.049159,2.8931963,3.7409983,-0.10334655,0.71825695,0.027025452
I;N3+,3.3412166,3.6158392,3.5702176,-1.3266332,-0.17269047,-0.19630675
I;Nam,3.8167589,4.1405926,4.457828,0.17664114,-0.13536231,0.13252802
I;Ng+,4.221039,4.487666,4.781321,-0.41901374,-0.05220487,0.04234074
I;O.co2,4.2976756,4.5378933,4.7716136,-0.41469476,0.41722953,0.8068968
I;O2,3.3923743,4.042424,4.6069984,-0.4435078,0.47744703,-0.97803426
I;O3,3.2825,3.8598537,4.3675,-0.40317976,-1.2190192,-0.3955029
I;S3,3.8404753,4.3361793,4.65852,1.6091634,-0.7404532,0.7612128
K;N3+,4.6760597,5.009887,4.678175,0.27902082,-0.36825365,0.44912976
K;Nar,3.3575,3.755,4.1525,0.7768207,0.0,0.0
K;O2,4.47717,4.386196,4.468532,0.7208239,0.4297031,0.24505647
Mg;N2,3.0013852,2.5904183,2.9760277,0.5738427,1.0601494,0.57050925
Mg;N3,3.8393488,4.165063,4.719527,-0.23102756,1.42817,1.2446886
Mg;N3+,4.17152,4.663169,4.8028464,-1.1192515,-0.7467602,-1.7551576
Mg;Nam,3.281283,3.755,4.4798245,2.4982438,-0.24523218,-2.160978
Mg;Nar,3.9275,4.235706,4.5797887,-3.2321255,-1.4965606,-2.7487698
Mg;Npl,4.065,4.4654903,4.687023,2.2802591,0.79596424,0.09293639
Mg;O2,2.1201587,3.0517514,4.336955,0.1250832,-0.12511042,-0.20809133
Mg;O3,2.7325,3.3394594,4.3496885,-0.55099744,0.5571268,1.0054017
Mg;P,3.7946534,4.061893,4.258044,-0.03637834,2.593922,-0.230477
Mg;Pac,3.0905097,3.6431372,4.3025,-1.2152946,-0.031141767,-0.88298523
Mg;S2,4.2497616,4.19674,4.198735,0.44240472,0.25579178,0.06887784
Mg;S3,4.428946,4.505,4.957161,-2.6857777,-1.4713483,-1.4485071
Mg;Sac,3.5357335,3.7966957,3.895,-1.0096049,-0.09881819,-0.612301
Mn;N1,2.3677952,2.165621,2.3575044,-0.86884445,-0.043688077,0.043449897
Mn;N2,3.5589879,3.875,4.4959598,0.31041458,0.14301237,0.21677707
Mn;N3,3.6000943,4.095,4.4625,2.044557,-2.1290615,0.0
Mn;N3+,3.1125,3.665,4.2083273,2.2004855,0.061823096,1.5281705
Mn;Nam,3.42,3.9,4.38,1.5581856,0.0,0.0
Mn;Nar,2.865,3.8233256,4.1645947,0.6290037,1.4971629,0.83292776
Mn;Ng+,3.608343,3.9,4.2867236,-0.18425184,-0.37016767,0.014199063
Mn;Nox,2.6299431,2.7214994,2.8227084,0.2366121,0.20103025,0.05693119
Mn;Npl,3.0642855,3.34,3.835,2.9567525,2.0328362,0.0
Mn;Ntr,2.6029189,2.9,2.9733086,0.104713656,-0.16581444,0.09268357
Mn;O2,2.4678311,3.8373861,4.1183677,-0.23096865,-0.12169394,0.78724307
Mn;O3,2.64,3.4180064,4.09309,-0.88246286,-0.40286013,0.26353252
Mn;P,3.4977062,3.99,4.42,1.7401285,1.0155452,0.054970525
Mn;Pac,3.0489278,3.1849124,3.4780538,-0.48039922,0.0155889,0.40361318
N1;N2,3.5692317,3.8408167,4.176044,2.5161715,0.92503923,0.1631823
N1;N3,3.3307283,3.3356352,3.6270394,-1.5836354,-0.891623,-0.42542845
N1;N3+,3.9350014,3.9178329,4.2540135,1.6380852,0.23778647,1.379901
N1;Nam,3.3818142,4.022227,4.583897,0.47843522,-0.19043572,-0.4147312
N1;Nar,3.4034474,3.9,4.395,0.31582138,-0.00081792806,0.0
N1;Ng+,3.6128967,3.9010334,4.649665,-0.7811511,0.4126367,-0.80605066
N1;O.co2,3.2863185,4.220166,4.3029647,3.0799057,-0.53883755,-0.43207997
N1;O2,3.0449054,3.9795284,4.327532,0.9673396,-0.18553098,0.41396922
N1;O3,3.343728,3.7699497,4.647634,-0.90759486,1.7495996,0.3206211
N1;S3,3.5948858,4.0778604,4.681977,-3.2927618,0.6790626,-0.71748227
N2;N2,3.3335483,4.3152914,4.6987123,-2.4655392,-0.008993006,1.6745899
N2;N3,3.1124618,4.1425486,4.5659947,0.9369201,-1.7729412,0.37689918
N2;N3+,2.8137624,3.732347,4.4386697,-2.776074,-0.3234268,0.42612424
N2;Na,3.6488686,3.319802,3.674324,-1.2496483,0.308238,-0.38490447
N2;Nam,3.1145515,3.745987,4.4713483,0.33513436,-0.71961355,0.079985395
N2;Nar,3.1914442,3.7806218,4.061672,-1.3714584,0.12830567,-0.7547081
N2;Ng+,3.2653415,3.9835143,4.350313,1.1673974,1.1154443,-0.1386651
N2;Nox,4.2164125,4.62863,4.78012,0.3553104,0.3080622,0.16200125
N2;Npl,3.1795094,3.7512677,4.1280956,-1.789585,0.7034768,-0.5267773
N2;Ntr,3.707021,4.363936,4.4024386,-0.67912775,-0.25967094,0.12013918
N2;O.co2,2.8406916,3.7457838,4.7394733,0.28406122,0.39662883,0.1425192
N2;O2,2.9926572,3.112227,4.3429036,0.15538257,0.32790864,0.121380806
N2;O3,3.1607473,3.663268,4.524472,0.16104418,0.4700949,0.22266585
N2;P,3.5684958,4.2231507,4.483029,-1.7845345,-0.8160737,2.174813
N2;Pac,3.5421212,4.1544027,4.661393,-0.4991665,-1.0486761,0.7468456
N2;S2,3.1876035,4.1976027,4.676304,1.487836,-1.1299286,0.34249887
N2;S3,3.4963815,3.818371,4.3111053,-0.8883595,-0.39883196,-0.28318527
N2;Sac,3.6557999,3.9153697,4.5724936,-0.634795,-0.652427,1.0037273
N2;So2,3.3771718,3.9579058,4.380131,-1.2066976,0.9895996,0.17380388
N2;Zn,2.6982436,3.267442,4.19,-0.35339537,0.33697703,-1.6288178
N3+;N3+,3.2613258,3.8461509,4.395886,0.77268386,-0.87315524,-1.7266809
N3+;Na,3.879934,4.015,4.1432805,1.5081649,0.34405467,-0.006088614
N3+;Nam,3.4691708,3.9075656,4.414675,-1.0332077,-0.4818827,-0.13060935
N3+;Nar,2.787677,3.480476,4.2874007,0.94740033,-0.30316365,0.2804097
N3+;Ng+,3.8192568,4.3142343,4.6027517,-1.5406675,0.22737072,-0.7811017
N3+;Ni,2.0957625,2.0858219,2.0972674,-0.17132147,0.013256579,-0.014143307
N3+;Npl,2.9375,3.5138237,4.441945,2.6530297,0.6718199,-0.16106033
N3+;Ntr,3.7922015,4.275,4.5975,-3.9100957,-2.12722,0.0
N3+;O.co2,2.6795893,4.016436,4.243623,-0.030163014,0.16504085,0.3298269
N3+;O2,2.8091128,3.639818,4.3267994,0.24311987,-0.13189647,-0.03127152
N3+;O3,2.9160883,3.6869698,4.1533766,-0.0060615777,-0.1947079,-0.3465584
N3+;P,3.5464082,4.1537223,4.692373,0.5285819,-0.14998749,0.70442885
N3+;Pac,3.046086,4.116421,4.327077,1.9338813,-0.04455513,0.29736313
N3+;S2,3.9717612,4.241409,4.674432,-1.4985445,1.8044158,-0.112020075
N3+;S3,3.2575364,3.707694,4.4247503,-0.18588814,0.7533422,0.5953943
N3+;Sac,4.0330763,4.0972114,4.305,-0.57712436,0.3660876,-0.33058953
N3+;So2,3.748751,4.358217,4.849321,-0.5156999,0.9301311,0.45309258
N3+;Sox,4.7199306,4.7816195,4.737556,-0.52186143,-0.19805193,0.082374536
N3+;Zn,2.7875,3.3195302,4.1195073,-0.6058179,-2.12836,0.8661501
N3;N3,3.540312,4.0173035,4.5867567,-0.6294831,0.35512882,-1.4416726
N3;N3+,3.1096828,3.893652,4.37021,1.5726799,-0.84908634,-1.5651646
N3;Nam,3.4630358,3.7206414,4.323041,0.047956634,0.88577366,0.38898996
N3;Nar,3.3057199,3.8128843,4.4859037,-0.95242125,-0.7575385,1.2391391
N3;Ng+,3.2162862,3.778231,5.1158113,-1.5869943,-0.7822658,0.6358311
N3;Nox,3.52,3.81,4.1,-0.4869506,0.0,0.0
N3;Npl,3.3892705,4.071431,4.4020014,-0.5759483,-0.57819325,-2.0842772
N3;O.co2,3.5213728,3.959924,4.4206877,-0.022812217,0.13184468,0.6889197
N3;O2,2.908597,3.460264,4.300267,-0.36437923,0.09383418,0.28894848
N3;O3,3.200517,3.5265474,4.178968,-0.21468987,0.7115464,-0.67630553
N3;P,3.8776813,4.331371,5.0049305,0.43461627,1.8283504,-1.8165617
N3;Pac,3.980896,4.1885552,4.4863534,0.71774244,0.8903372,-0.44111973
N3;S2,3.8959463,4.3333983,4.561721,-0.11931328,-1.2409496,1.1865312
N3;S3,3.578831,4.02343,4.452246,0.9972334,0.41672564,2.4309227
N3;Sac,3.55383,3.7287574,3.5181718,1.1566005,0.6562002,-0.5547949
N3;So2,3.942363,4.4178247,4.489777,-0.29939875,-0.19658649,0.25217578
N3;Zn,2.52,3.34,4.1840067,-0.9497993,-0.5330299,1.2091633
Na;Nam,4.252116,4.0172615,4.0144424,0.06434429,-0.13484903,-0.021460347
Na;Nar,4.0528364,4.045187,4.0567203,0.1016675,0.041278332,0.005041891
Na;Npl,5.0741534,5.085679,5.0646267,-1.2370402,-0.15171914,0.12170743
Na;O2,3.1193824,3.6890974,4.183926,-0.60371417,-1.6283852,1.0432156
Na;O3,2.5986114,3.7443404,4.1055417,-0.12252162,0.29657078,0.9550664
Na;P,3.7877185,3.589674,3.3577745,0.8900045,1.2292844,1.3012847
Na;Pac,3.38,3.64,3.9936078,1.2970942,0.0,-1.2677995
Na;S3,3.433426,3.2371716,3.5942943,-0.016723428,-0.13717821,0.23310003
Nam;Nam,3.256498,4.575702,4.239341,-0.5465877,-0.028162744,0.05580159
Nam;Nar,3.1344838,3.3956347,4.422067,0.045906052,-0.16637814,-0.025718983
Nam;Ng+,3.421705,3.8876345,4.803439,1.1879064,0.113088496,0.35492548
Nam;Ni,3.38,3.82,4.26,-1.2420325,0.0,0.0
Nam;Nox,3.6173508,3.8514893,4.2656894,0.09758198,-0.7181011,-1.293758
Nam;Npl,3.0988107,3.3696997,4.174823,0.4566069,-0.81063104,0.304659
Nam;Ntr,3.4930506,3.8020825,4.342458,-1.4873486,-0.8602204,0.31596056
Nam;O-,3.685,4.0098023,4.415,0.29210627,-0.23309767,-0.25476736
Nam;O.co2,3.014085,4.041522,4.229491,-0.06266606,-0.36213142,0.28594
Nam;O2,3.179796,3.5393655,3.8760633,0.07581385,0.17149296,0.10558221
Nam;O3,2.969123,3.4766357,4.3077736,-0.45730314,-0.23617253,-0.19254448
Nam;P,3.873789,4.746819,4.921825,0.67294455,0.1560506,0.4963225
Nam;Pac,3.318751,4.3725204,4.5827036,1.0343332,0.21696174,0.84155303
Nam;S2,3.4761553,4.0920687,4.3367176,0.6977403,0.3218258,0.57317543
Nam;S3,3.318776,3.987986,4.3349547,-0.101787835,0.3433813,0.19888099
Nam;Sac,3.7557106,4.0296226,4.594027,-0.36536568,0.08903445,-0.4760051
Nam;So2,3.6040752,3.9644778,4.6252656,1.2285464,0.09240846,0.316982
Nam;Sox,4.266809,4.37,4.4654837,0.4463239,0.15382856,0.01972233
Nam;Zn,2.9651973,3.4335847,4.2032385,-2.7374508,-2.6026258,0.23363674
Nar;Nar,3.0475864,4.0902805,4.163359,-0.53480303,-0.1375815,0.56234914
Nar;Ng+,3.3930018,3.7805364,4.2223125,-0.31221244,0.033728324,-0.10006202
Nar;Ni,2.6225,3.135,3.6475,-0.5768057,0.0,0.0
Nar;Nox,3.5275,4.015,4.371398,0.15003186,0.0,0.6440958
Nar;Npl,3.6779897,4.135936,4.420872,-0.7101277,0.047101323,0.46393678
Nar;Ntr,3.8588767,4.3194537,4.7788773,0.8258255,-1.2129095,0.65929496
Nar;O.co2,3.1108203,3.7931027,4.371096,-0.5894392,-0.0013932853,0.24651013
Nar;O2,2.967583,3.4621239,4.23014,-0.38637945,-0.024465853,-0.029053148
Nar;O3,2.841271,3.6638732,4.864439,-0.047054786,-0.15231495,0.18280363
Nar;P,3.8901608,4.462976,4.8655114,-1.4883497,0.21691588,-1.7838626
Nar;Pac,3.8237548,4.11588,4.62,-2.9225197,-0.18489432,-0.42803824
Nar;S2,3.7515864,4.1937246,4.5475,0.12979394,1.0996118,0.17461844
Nar;S3,3.4996727,3.8096664,4.824215,-0.69524205,0.09742338,-0.13639262
Nar;Sac,4.09603,4.1677322,4.6175,-0.7631508,-1.588042,-2.3691988
Nar;So2,3.8684003,4.008862,4.2232685,-1.8629007,-1.0916625,-1.7928703
Nar;Sox,4.5992117,4.6638875,4.683698,0.13000827,0.06469427,-0.015021745
Nar;Zn,2.5941858,3.4954586,4.191766,0.090193406,0.753509,0.3311166
Ng+;Npl,3.674794,4.059724,4.3997974,-0.9670783,-0.20524284,0.78465086
Ng+;Ntr,3.771029,4.166252,4.5807157,0.30181536,-1.8160013,-0.5380481
Ng+;O.co2,3.2793577,3.83,4.5200777,0.1370299,0.54741055,-1.020483
Ng+;O2,2.632635,3.6384954,4.326709,0.1620893,-0.03383848,-0.10229523
Ng+;O3,3.0788763,3.690979,4.4013343,0.34137687,0.1530403,0.1385929
Ng+;P,3.6837447,4.2250195,4.4387503,0.27510986,-0.22313699,0.70849323
Ng+;Pac,3.0656006,3.8651,3.9679108,-1.64167,-0.08459842,0.20810881
Ng+;S2,3.9207063,4.076782,4.6510053,1.1665627,-1.3683075,-0.60906756
Ng+;S3,3.907923,4.2504625,4.6622567,0.03719972,-0.2836272,-0.5634328
Ng+;Sac,3.6520052,4.1872935,4.771833,0.6048868,0.23867261,0.43109074
Ng+;So2,3.8392704,4.114254,4.530435,-1.031789,-0.12779625,-0.3331678
Ng+;Sox,3.9361148,3.9251156,3.9566648,0.036344048,-0.007990597,0.03208884
Ni;O2,2.4575,3.035,3.6125,-0.2606216,-2.5785718,0.0
Ni;O3,2.32752,2.3276703,2.5378158,0.8179862,0.3933279,-1.1435978
Nox;Npl,3.6441092,4.065,4.56005,-1.04586,-0.12274638,-1.7822795
Nox;O.co2,3.2035441,3.4442186,4.2125,-0.019514374,-0.52652186,0.7384548
Nox;O2,3.255,4.0449557,4.3845973,0.25875613,0.007583274,0.60872585
Nox;O3,3.6987038,3.9503229,4.254027,2.1138804,0.53387886,0.17807005
Nox;S3,3.775,4.17,4.565,-0.8295135,0.0,0.0
Nox;Zn,2.53,2.9208987,3.61,-1.4679778,-0.042296022,0.34629017
Npl;Npl,3.664768,3.8812997,4.095352,-0.5393722,1.7894117,-2.0571616
Npl;Ntr,4.188265,4.305,4.4364157,-0.68813163,0.031851526,0.14465822
Npl;O.co2,2.9222133,3.5434427,4.356756,-0.5797452,-0.03259531,0.48717296
Npl;O2,2.9139333,3.7991378,4.811954,-0.62925655,-0.27544174,0.1278057
Npl;O3,3.1592016,3.8495467,4.564791,0.3120522,0.64370596,-0.1700789
Npl;P,4.033324,4.168853,5.1145744,0.9594136,-0.42169827,0.58071387
Npl;Pac,3.782244,4.0793056,4.4014225,0.13963045,-0.28715646,-0.7521469
Npl;S2,3.357389,3.8060002,4.8291063,2.3913324,-0.16944934,-1.3258419
Npl;S3,3.318754,4.29961,5.043775,-0.43346027,0.24292031,-0.30528042
Npl;So2,3.722413,4.130445,4.651018,-1.1184999,-0.83789754,-1.0220422
Npl;Zn,2.57,3.23,4.0659885,3.269943,0.0,3.1625042
Ntr;O.co2,3.8333783,3.8432167,4.356045,-1.7538961,0.5081018,0.92557925
Ntr;O2,3.4416997,3.9961123,4.541963,-1.9192033,-1.3394874,-0.36749074
Ntr;O3,3.1922126,4.073176,4.5444164,-1.3480349,1.5886805,1.2636452
Ntr;S3,3.756577,3.9908042,4.5964174,-1.9703188,-0.63675,-2.0435832
Ntr;Zn,3.19,3.64,4.09,-0.92216885,0.0,0.0
O-;O.co2,4.6510253,4.5802546,4.63915,0.0260888,-0.026451644,0.061059088
O-;O2,3.76,4.2035236,4.56,-0.27302477,-0.25336227,-0.24649547
O-;O3,4.5500298,4.6252685,4.9394784,0.2907346,-0.43516272,-1.2526411
O-;S3,3.8306227,4.10022,4.0262637,-0.059263695,-0.10140914,0.10403096
O.co2;O.co2,4.8427796,4.9741917,4.5939255,0.43602246,-0.023499442,0.20834137
O.co2;O2,2.781462,3.7624052,4.5182304,-0.096763134,0.060484495,-0.028604263
O.co2;O3,3.022022,3.4060137,4.4584875,-0.07318987,0.34457985,0.18133722
O.co2;P,3.8262572,3.945698,4.531483,0.22566777,0.15269122,-0.26585647
O.co2;Pac,3.6709945,4.1141567,4.2404523,-0.22671233,1.8104506,-0.27333352
O.co2;S2,3.6819465,3.9897044,4.7574716,-0.5029512,-1.6210353,-0.8964836
O.co2;S3,3.4587247,3.961088,4.5850263,-0.8016178,-0.020721292,0.43009618
O.co2;Sac,3.6048422,4.127177,4.4346466,1.5362533,1.0524137,-0.25608286
O.co2;So2,4.1224575,4.24233,5.1719575,-0.5300146,-1.3877207,-0.80196106
O.co2;Sox,4.2032037,4.141034,4.268004,-0.5196714,-0.20184721,0.05927343
O2;O2,2.9440992,4.003682,4.36765,0.30030954,0.033839356,-0.048352756
O2;O3,2.818616,3.582553,4.171266,0.0772594,-0.001134731,-0.08285204
O2;P,3.1324525,4.108388,4.264651,1.8906294,-0.048211336,-0.336815
O2;Pac,3.601982,3.9854453,4.3191967,2.5504575,-0.61449194,0.043380678
O2;S2,3.3886025,4.0547934,4.920528,0.8622652,-0.40066627,0.19721211
O2;S3,3.2144268,3.623072,4.409346,1.3029047,0.3796011,0.16867544
O2;Sac,4.014785,4.41666,4.8939996,0.3289752,2.1059005,0.09424171
O2;So2,3.7255251,4.2400274,5.1120267,-0.7008288,-1.0048796,-0.5181479
O2;Sox,3.6881053,4.135,4.56976,0.012937445,-1.2764035,0.08744548
O2;Sr,3.1375,3.6083705,4.1925,1.2491626,0.25924796,1.2444052
O2;Zn,2.652178,3.3090355,4.302483,-0.38405702,0.4617395,0.28983185
O3;O3,2.5793009,3.8005354,3.9594588,0.5974891,0.10290063,-0.38349637
O3;P,3.7390904,4.322535,4.741233,-0.43419927,0.32839593,0.51792085
O3;Pac,3.5833087,3.8320167,4.7847953,0.12509677,-0.42077687,-0.7410601
O3;S2,3.1506958,3.6276174,4.586246,2.145751,0.5525456,0.21609107
O3;S3,3.1991644,3.808982,4.4133554,-0.5889836,0.09257722,-0.20251675
O3;Sac,3.7898545,4.019193,4.525351,-1.0468154,-1.0028791,-1.2237495
O3;So2,3.652337,4.1358085,4.3504953,0.26489773,-0.2287341,-0.5340582
O3;Sox,4.2319026,4.36,4.575,-0.9548591,-0.74650353,0.0
O3;Sr,5.0994873,4.7344103,5.073262,0.6319291,-0.23924863,0.22606312
O3;Zn,2.918705,3.4535635,3.930737,0.10572342,-0.6449949,0.84612894
P;S3,4.2706676,4.4911733,4.5389585,-0.044445768,-2.7193785,-0.08985809
P;Zn,2.923342,3.4015822,3.627948,-0.122917436,-1.5977434,1.6706922
Pac;S3,3.3487518,4.085,4.9329023,-2.4626198,-0.13797466,2.6395392
Pac;Sr,3.7939339,3.7931979,3.5146077,0.65057963,0.08923145,-0.19590636
Pac;Zn,3.088523,3.9001713,4.29,1.2177055,0.32489315,0.10606925
S2;S3,3.5920753,4.272543,4.4470696,1.6554142,-0.82183045,0.77260983
S2;Zn,2.9225,3.5423157,4.3075,1.2437453,2.1295474,0.4231535
S3;S3,3.900117,4.195396,4.8590646,0.39543387,-0.7864834,-0.5512213
S3;Sac,3.2526243,3.2641354,3.752358,-0.62097216,-0.8008717,-0.9965862
S3;So2,3.7907584,4.0019608,4.2691708,-0.4448926,-1.8647779,-1.0224972
S3;Zn,2.7125,3.258581,4.1659913,-0.69313085,-0.51851565,-1.5799686
So2;Zn,2.553844,2.7598999,3.2096446,0.2598261,-0.42032692,0.05245917
a1b1,-0.03620234,-0.0004555576,-0.036154438,-0.79691416,-0.79691416,-0.79691416
a2b2,-0.7046321,-0.3849933,0.3899136,-0.79691416,-0.79691416,-0.79691416
