,cut1,cut2,cut3,w1,w2,w3
C-;Car,3.493217,4.339623,4.853291,-0.06438748,0.1339942,-0.09128301
C-;Cd,3.0,3.38,3.76,0.74987763,0.0,0.0
C-;Co,2.845576,2.9136853,3.1379523,2.6192322,0.3770355,0.7614211
C-;Cu,3.36,3.88,4.456605,0.3709402,0.0,-1.1221987
C-;Fe,3.315666,3.6754386,4.2475,-0.5187946,-0.1115362,1.5673915
C-;HO,2.8496864,3.2497687,3.895911,0.19240116,-0.011845796,-0.23203816
C-;Mg,3.3009024,3.5358608,3.9550116,2.4997756,-0.90762997,2.275281
C-;Mn,3.3674788,3.745,4.584638,0.44022322,-0.15378822,-1.044744
C-;N2,3.520777,3.9226973,4.441067,-0.3368288,-0.02570967,-0.36079472
C-;N3,3.5886574,3.9182937,4.4147124,1.353244,-0.8917167,-0.27812985
C-;N3+,3.6864128,4.3367453,4.570755,0.039509945,-0.14593545,-0.55449533
C-;Na,3.7625,4.065,4.3675,-0.012085504,0.0,0.0
C-;Nam,3.2861726,4.006134,4.6973977,0.05711508,-0.25612444,-0.14052051
C-;Nar,3.6515265,4.102962,4.5650773,1.2976158,0.76029676,0.16109814
C-;Ng+,3.409411,3.8186407,4.355203,0.07390661,0.46571407,0.2256
C-;Ni,2.710496,2.8213506,2.8959725,-0.9787763,-1.4294337,-0.83620036
C-;Npl,3.5967531,3.9106178,4.3128366,0.7883513,0.23118758,-0.17970784
C-;O.co2,3.6896954,4.2304034,4.6303897,1.5995347,0.3360042,-0.05159551
C-;O2,3.0815678,4.0777607,4.2326965,1.0544784,-0.42636102,-0.5891714
C-;O3,3.0399394,3.743857,4.491807,-1.2984102,-0.20256542,-0.09350211
C-;S3,3.7818556,3.9739382,4.4027834,0.9640113,-0.17653903,-1.2262598
C-;Zn,3.078663,3.5783303,4.6105666,0.79852843,1.2952499,-0.7656756
C1;C1,4.7431755,4.949806,5.144355,-1.6837666,-2.8875506,-2.1226668
C1;C2,3.8784893,4.1851206,4.643761,-0.1903508,0.055920083,-0.27426827
C1;C3,3.7302997,4.3969126,4.2211676,0.049054287,-0.17055431,-0.23927099
C1;Cac,4.01713,4.457224,4.5580726,-1.3704102,-0.90970355,-0.3556271
C1;Car,3.2760353,4.067793,4.662155,1.1152729,-0.18503031,0.14759946
C1;Cl,4.0497255,4.309581,5.162102,-0.20028806,1.1851925,-1.5533704
C1;F,3.3823652,3.6431553,4.4747796,1.5475141,-3.1403368,1.1692942
C1;HO,2.6934307,3.4590628,4.7236047,-1.1990058,-0.3578158,0.3018713
C1;Mn,3.5483057,3.5190766,3.5162673,-0.89221954,0.0722545,0.0160988
C1;N1,4.4820642,4.4787397,4.6935496,3.9722023,-1.0467615,-1.7215055
C1;N2,3.6104617,4.013827,4.17107,2.086431,0.3472018,0.74391884
C1;N3,3.5829012,4.0249915,4.3279157,-1.5428774,2.7385094,0.038516935
C1;N3+,3.5325112,3.8327308,4.5711737,-1.4455259,0.22201349,-1.6953207
C1;Nam,3.3650074,3.7788205,4.5452933,-0.939302,-0.1631077,0.41609934
C1;Nar,3.4083061,4.2637553,4.6533947,1.4795942,-0.47608566,0.9544416
C1;Ng+,3.6072195,4.1983113,4.477335,0.7616848,-0.8410466,-1.7185502
C1;Nox,4.789407,4.83,4.8898463,0.59322363,0.29047996,0.39819774
C1;Npl,3.6665237,3.7848732,4.613838,-0.5980915,1.7400272,-0.1098763
C1;Ntr,3.9616406,4.3065114,4.5320783,-3.289072,-0.60444844,0.61624163
C1;O.co2,3.5342205,3.9217649,4.491403,0.20249148,-0.49018174,-0.7557041
C1;O2,3.2437947,4.0714107,4.451588,0.5551146,-0.00974883,-0.14143148
C1;O3,3.2170014,3.683148,4.259058,1.0200003,0.19038446,-0.17620958
C1;P,3.8661575,4.4629116,4.627763,-2.8266232,0.30029467,-0.90182763
C1;Pac,3.9091609,4.5077252,4.6295505,-1.0647585,0.29528844,-0.3936895
C1;S2,3.6197193,4.1651425,4.527801,-0.006443126,-2.0131257,0.48532096
C1;S3,3.9061236,4.2114034,4.326657,2.1972537,1.7398728,1.1394328
C1;Sac,3.85,4.1139684,4.53,-2.6126993,-0.6065711,-0.52130103
C1;So2,4.504238,4.641868,5.1712236,0.9847928,2.128717,0.9984483
C2;C2,3.796177,4.0486984,4.270517,0.4191443,-0.09532226,0.33675608
C2;C3,3.6957145,4.910799,4.3801475,-0.084064506,-0.055431213,-0.02794381
C2;Ca,3.67,3.9501486,4.546988,-0.092175715,-0.44783068,-0.7652498
C2;Cac,3.6088338,4.260557,4.4674067,0.23645231,-0.35063562,0.34668726
C2;Car,3.2254846,3.4951978,4.8524947,0.6798312,-0.0823186,-0.0051624333
C2;Cl,3.3649602,3.6487422,4.506909,0.7746892,-0.04352221,0.15157288
C2;Co,2.854726,3.0743823,3.1944892,0.028562594,-0.07268984,-0.40899372
C2;Cu,3.0048018,3.555,4.0075,0.3720832,-0.3075942,0.0
C2;F,3.031044,3.7138522,4.483585,-0.8992493,-0.57153463,0.07451887
C2;Fe,3.1812258,3.6948814,4.3375,0.3570296,-0.36576492,-0.1518136
C2;HO,2.490959,3.264203,4.4436226,-0.068899035,-0.37436906,-0.05550621
C2;I,4.1471763,4.2158794,4.873105,-0.21944645,-0.057109743,-0.35686192
C2;Mg,3.0671208,3.7182925,4.33,-2.1404347,-0.91862625,0.02054246
C2;Mn,3.2805667,3.51,3.9568467,-1.5980535,-1.8302474,2.1779783
C2;N1,3.661502,4.0426264,4.472456,-1.1611806,-0.05041392,-0.17903785
C2;N2,3.4774861,4.0322137,4.3074303,0.43414465,-0.26228932,0.19755815
C2;N3,3.5335593,4.433892,4.4266415,0.20166047,0.3815098,0.2834371
C2;N3+,3.4820852,4.172664,4.4728475,0.93915087,0.15970549,0.4961348
C2;Na,4.679311,4.825124,4.6684203,0.09970988,0.13546838,-0.16158158
C2;Nam,3.3200548,4.269503,4.527942,0.33391178,-0.050677996,-0.02625946
C2;Nar,3.4970372,4.0706763,4.230304,0.5414733,0.051745836,-0.10020399
C2;Ng+,3.5479643,4.6798778,4.2408657,-0.71524805,-0.15619506,-0.16251822
C2;Ni,2.7944295,2.7937484,2.890344,0.6547725,0.14149795,-0.072992
C2;Nox,3.8200274,4.1272736,4.233693,-0.5918604,-0.16192925,0.028713632
C2;Npl,3.6408925,4.047516,4.344566,0.5294568,0.31345686,0.23370226
C2;Ntr,3.8872604,4.3405647,4.6843166,1.2401197,0.6115989,0.43675545
C2;O-,4.3163805,4.6434264,4.7775,-0.27213857,0.24455403,0.3369468
C2;O.co2,3.448588,3.8716497,4.352648,0.35970452,0.01792256,0.32557622
C2;O2,3.1247127,3.8740728,4.0132823,-0.26420102,0.017483376,0.06406223
C2;O3,3.311224,3.5899217,4.3459983,0.405271,0.24877548,0.090145335
C2;P,4.167236,4.5063505,4.6317883,0.47049892,-0.53820825,0.07099245
C2;Pac,3.7922666,3.9954317,4.6677995,2.2019567,-0.4052452,-0.15406324
C2;S2,3.789565,4.0396266,4.771745,-0.56904745,-0.09256134,-0.0069928
C2;S3,3.6532907,4.058674,4.51289,0.82103485,0.16712037,-0.46593997
C2;Sac,4.0283747,4.4914646,4.7114763,-0.55646527,-0.8813246,0.6501269
C2;So2,4.093429,4.2471375,4.6049614,-0.33920726,0.5793924,-0.37645334
C2;Sox,4.5633297,4.762595,4.879866,0.09059475,0.19063428,0.1276302
C2;Zn,3.2055223,3.948626,4.602908,0.5351726,-1.8617686,-0.5783041
C3;C3,3.0527797,3.4249449,4.366935,0.23094733,0.13755168,-0.04813642
C3;Ca,3.4449549,4.0423484,4.3843694,-0.22639386,0.30800393,-0.89313155
C3;Cac,3.3971117,3.879983,4.643856,-0.7353854,0.010470421,0.11879597
C3;Car,2.8921428,4.000604,4.577415,-0.7824393,-0.019905528,-0.026092969
C3;Cd,3.9090614,4.572583,4.659096,0.54343456,0.81917924,0.6071492
C3;Cl,2.6124358,3.7031913,4.2602234,-0.99554336,0.30401304,-0.11453491
C3;Co,3.3423026,3.844964,4.3317876,0.84379727,-1.317658,0.5612922
C3;Cu,3.3315928,3.8290517,4.370741,0.02240649,-0.12631759,0.17936967
C3;F,3.23545,3.903048,4.7330723,0.39507023,-0.04576201,-0.042819817
C3;Fe,3.6175,4.062471,4.521443,-0.15252896,0.44364396,-0.663277
C3;HO,2.4674468,3.5060842,3.671354,0.6212637,0.07206937,0.1108822
C3;Hg,5.1133876,4.7912936,5.079665,2.9347928,-0.34349033,0.27928248
C3;I,3.8394608,4.3712635,4.455641,0.1752397,0.5225139,0.20927826
C3;Mg,3.109002,3.8298619,4.235262,0.6499395,0.017299315,1.0056075
C3;Mn,3.3950484,4.0355906,4.514857,1.2099578,-1.0596328,-0.7537444
C3;N1,3.1851747,3.8852575,4.3946867,-0.08501215,0.45832708,-0.029497935
C3;N2,3.191133,3.627148,4.4323893,-0.22405705,-0.10056394,0.06663616
C3;N3,3.324256,3.9587326,4.2284527,0.24448791,0.051467337,0.31237864
C3;N3+,3.0623534,3.853176,4.562569,1.0608604,-0.13177305,0.11893036
C3;Na,3.5383406,4.317733,4.6688795,-0.27946046,0.5513434,-0.5579676
C3;Nam,2.5545278,3.8375149,4.7551975,-2.233716,0.11605607,0.07427185
C3;Nar,3.0972326,3.8727582,4.555324,0.7962019,-0.0760087,0.051656492
C3;Ng+,3.1947982,3.7443202,4.2349253,-0.54168093,0.18083972,-0.11781756
C3;Ni,3.3105314,3.815,4.264433,-0.5674607,-0.58733314,-0.5855685
C3;Nox,3.6250184,4.2677927,4.468291,-0.46860814,0.09355934,0.38646895
C3;Npl,3.2747788,3.8240783,4.572476,-0.073902376,0.086475596,-0.05670064
C3;Ntr,3.5450194,3.9890268,4.398586,-0.48977613,0.30607995,0.30107588
C3;O-,3.714925,4.0806565,4.5040684,-0.2727134,-0.093252644,-0.29131362
C3;O.co2,3.049162,3.7667599,4.3774834,0.25554127,0.062494766,-0.105117194
C3;O2,2.903465,3.834843,4.500846,0.113156244,-0.020884952,-0.013510579
C3;O3,3.046543,3.5879433,3.972785,0.3397477,-0.059296492,0.0151083805
C3;P,3.8023179,3.9919817,4.635521,-0.89805627,-0.41978619,0.05374211
C3;Pac,3.479916,4.016739,4.1598306,1.741619,0.05106255,-0.17459998
C3;S2,3.1484501,4.066032,4.27881,0.96875304,-0.2045162,0.18668483
C3;S3,3.04872,3.5901134,4.4086843,0.009719426,0.36062407,-0.18127365
C3;Sac,3.6451225,4.189879,5.1519294,-0.18696614,-0.12068532,0.309937
C3;So2,3.3136873,4.067233,4.267709,3.0525877,0.044151302,-0.23747002
C3;Sox,3.758968,4.170271,4.720945,0.04593348,-0.04246682,-0.26388863
C3;Zn,3.13401,3.9262557,4.6038823,-0.66566265,0.14686325,0.012459564
Ca;Car,4.1307425,4.495,4.7475,-1.5408907,3.7956529,0.0
Ca;HO,2.180363,3.367114,4.1757836,-1.662316,0.20787235,-0.68859744
Ca;N2,4.269064,4.059791,4.3066473,-1.7466059,-2.3200889,-2.7382972
Ca;N3,3.9810483,4.25,4.55,-1.5867571,-0.096826665,0.0
Ca;N3+,3.3425,3.9947007,4.2741427,2.171862,-2.475274,1.3329154
Ca;Nam,4.718981,4.718075,5.0663056,4.1954775,1.1695533,-3.9372199
Ca;Nar,4.563231,4.6177325,4.7404633,-1.8554595,1.9074156,2.0753074
Ca;O2,2.7900229,3.3766603,4.174642,0.5995468,0.46309465,-0.48406008
Ca;O3,3.0692852,3.655,4.4453993,-0.62956154,2.3414807,-0.5898577
Ca;P,3.3573985,3.5530326,4.018826,-0.00019777368,1.567215,1.8224701
Ca;Pac,3.3119633,3.8762562,4.1925,-0.019791445,1.1643004,0.3801464
Cac;Car,3.6341887,3.9067736,4.5709734,0.027490713,-0.12326285,0.19425184
Cac;Cl,3.8164308,4.1230965,4.417469,0.7115821,1.544657,-1.1296676
Cac;F,3.3864605,4.1791415,4.3404613,0.71145415,0.07169014,-0.9142968
Cac;HO,2.6938355,3.5126364,4.611035,-0.29412878,-0.11511155,0.41902763
Cac;I,3.9589763,4.639047,4.6836386,0.032383647,-0.23966731,-0.47959676
Cac;N1,3.8454719,4.1410413,4.7665396,1.4995636,0.09321461,-0.7379678
Cac;N2,3.0809555,3.6695051,4.403379,-0.6242809,-0.49626532,-0.7599531
Cac;N3,3.518395,3.9360266,4.3952436,-2.1324954,-0.95120937,-0.8390417
Cac;N3+,3.4956932,4.0526514,4.3573375,-0.57383984,-0.7123387,-0.12455159
Cac;Nam,3.1858516,4.018044,4.5366435,-0.36201453,0.4116211,-0.28876933
Cac;Nar,3.6284933,3.9372299,4.1306276,0.02067522,-0.4503511,0.20126952
Cac;Ng+,4.3898244,4.309892,4.4259872,0.0074685253,0.0009110439,0.011393092
Cac;Nox,3.2053735,3.2051299,3.4284089,-0.10955914,-0.34599546,-0.62374943
Cac;Npl,3.42883,3.8589306,4.526167,0.49008343,-0.14511181,-0.55189216
Cac;Ntr,4.393728,4.393438,4.63472,0.6306902,-0.33400315,-0.61479604
Cac;O2,3.0850933,4.0912094,4.050038,-1.2990121,-0.31041974,-0.20925926
Cac;O3,3.1263065,3.8373735,4.617734,-1.0776855,-0.6693401,-0.2753274
Cac;P,4.3764205,4.4381804,4.8710375,0.37335852,-0.16577768,0.9105083
Cac;Pac,4.162367,4.422366,4.841537,0.12696406,1.1463088,-0.31556872
Cac;S2,3.4753773,4.2268987,4.410427,-1.7037077,2.5772884,0.993497
Cac;S3,3.4622025,3.9586477,4.6087165,-1.5230051,1.3716975,0.84795964
Cac;Sac,4.340796,4.317136,4.7132277,1.749536,0.33454016,-1.231384
Cac;So2,4.169538,4.0783634,4.624321,0.5864237,0.23184766,0.2749678
Cac;Sox,4.920314,5.001778,4.899862,-0.3793722,-0.33496007,0.15613954
Car;Car,3.2682927,3.8780487,4.7034254,-0.082886115,0.009920723,-0.018210582
Car;Cd,4.0511146,4.3067436,4.491334,0.90876895,0.18166919,-0.0684542
Car;Cl,3.2493863,4.3212814,4.7309575,-1.1310798,0.01517839,-0.20177945
Car;Co,3.0739636,3.6145988,4.0173874,0.22877587,0.23237401,0.21491493
Car;Cu,3.3420045,3.825358,4.492194,0.039250642,-0.70211756,-0.088521264
Car;F,3.2006478,3.4448733,4.8093486,0.07229864,-0.32756785,0.0320782
Car;Fe,3.2436764,4.0153203,4.4902024,-0.092554346,1.4771036,-1.0399078
Car;HO,2.8043268,3.5629542,4.1136136,0.14802063,-0.1489081,0.060062446
Car;I,3.5725,4.045388,4.240562,2.8575687,0.7040894,-0.9360327
Car;K,3.6356475,4.115,4.308044,0.766852,0.6050341,0.256916
Car;Mg,3.580044,3.7817912,4.5343804,0.7600269,-0.6781955,0.87086815
Car;Mn,3.4473343,4.073224,4.48038,-0.41931555,-0.14613107,0.74342537
Car;N1,3.3134484,4.1322184,5.027028,0.29117623,-0.48462522,-0.2087854
Car;N2,3.3858602,3.7796166,4.589086,-0.0028615086,-0.069930404,0.06795209
Car;N3,3.353643,4.016462,4.3972955,0.2002754,-0.31100842,0.29309177
Car;N3+,3.5170777,3.7681105,4.608848,0.118422315,-0.16042994,0.082353726
Car;Na,4.5594134,4.3978677,4.5838847,0.2189079,0.29362327,0.1504524
Car;Nam,2.8472524,3.5975406,4.8471756,-0.018506965,0.020755267,0.054726146
Car;Nar,3.4078324,3.7629027,4.3791966,0.33360103,0.069705285,-0.036074705
Car;Ng+,3.2825644,3.4162068,5.097419,-0.19637571,0.40001452,0.022958376
Car;Ni,3.34,3.62,3.9,-0.5768227,0.0,0.0
Car;Nox,3.5056667,4.068852,4.650118,0.24614169,-0.95391077,-0.14250071
Car;Npl,3.3757992,3.7919025,4.515328,0.38813156,-0.013664965,0.04895256
Car;Ntr,3.6855485,4.152459,4.593161,-0.12576105,0.14332664,0.3619597
Car;O-,4.1909103,4.281797,4.5743275,0.2727908,0.12844388,0.11637144
Car;O.co2,3.2251675,4.0751996,4.4213405,-0.00789067,0.011069069,-0.15825294
Car;O2,2.8370724,3.3399036,4.3101144,0.0053413846,0.10215625,0.002536074
Car;O3,3.234693,4.1570826,4.4827275,0.14296314,0.009155285,0.19007996
Car;P,3.895591,4.1404157,4.481701,0.60703886,1.3474348,-0.38772848
Car;Pac,4.031393,4.0946994,4.5138426,-0.61314833,-0.28264058,0.38205636
Car;S2,3.8269184,4.0161695,4.5097947,-0.11515902,0.29728776,-0.17057307
Car;S3,3.673586,3.7926543,4.7253838,0.17980023,-0.07745676,-0.02886477
Car;Sac,3.9476206,4.4356065,4.881328,0.704047,0.91186255,-0.46491462
Car;So2,3.9350302,4.207425,4.777197,-0.71253633,0.597627,-0.20861956
Car;Sox,3.8304806,4.2342906,4.613484,0.24363448,0.288201,0.16064622
Car;Zn,2.6195989,3.5214646,4.2606797,-0.12168841,-0.9249873,0.30898166
Cd;HO,2.5948782,2.2421513,2.5763137,0.32890013,-0.19406109,0.1879179
Cd;N3+,4.5382047,4.2186604,4.2341757,0.28435615,-0.15376048,-0.0882471
Cd;Nam,4.793269,4.789133,4.820049,0.23419254,0.261718,0.31387737
Cd;Nar,4.7438464,4.7433133,4.630025,-0.2925402,0.16530278,0.18871227
Cd;O2,2.5615306,2.8149774,3.1575,0.62710375,1.0194975,0.0039784154
Cd;O3,3.1525,3.675,4.1975,0.19916439,0.0,0.0
Cl;Fe,5.0598197,5.079801,4.706645,1.2531517,0.27338725,-1.0389495
Cl;HO,2.8485208,3.8057866,4.2327695,-1.2535442,0.09182153,0.44063675
Cl;N2,3.6740913,4.169709,4.440373,-1.1857108,0.50910026,-1.8276427
Cl;N3+,3.8497841,3.8871286,4.608141,-0.469137,1.4760249,1.6730751
Cl;Nam,3.4539983,3.7511735,4.388793,-0.21539444,0.13888898,-0.2008838
Cl;Nar,3.881144,4.3197017,4.7075953,-0.31752926,0.9784784,0.38646096
Cl;Ng+,3.1625772,3.9070332,4.4530854,0.56318223,0.4157648,-0.5140355
Cl;Npl,4.16,4.41,4.66,0.3673588,0.0,0.0
Cl;O.co2,3.5303166,4.0313325,4.6710753,-0.59462553,0.2828685,-0.2413338
Cl;O2,3.1157148,3.6493897,4.2585044,-0.8085678,-0.04228212,-0.42269933
Cl;O3,3.2183359,3.6349862,4.4673247,1.4479567,0.47744414,-0.5429328
Cl;S3,3.8828685,4.0523562,4.615467,-0.61713594,-0.5099283,0.3549157
Cl;Zn,4.437814,4.4297805,4.4619217,-2.0472167,0.03457521,-0.061541345
Co;HO,2.3975,3.157579,4.0325,-0.43866497,-1.8395998,-0.7739632
Co;N3+,2.655,3.16,3.665,0.67977756,0.0,0.0
Co;Nam,3.425,3.72,4.015,-3.2195818,0.0,-0.014294567
Co;Nar,2.58,3.09,3.6,0.23499288,0.0,0.0
Co;O2,2.5966802,3.27,4.0001135,0.78788865,2.1463919,1.0527322
Co;O3,2.835,3.3291132,4.225,-1.3838987,-0.13243596,-0.34214023
Co;Pac,2.7360032,2.8899128,3.035063,0.7559849,-0.373051,0.5532312
Co;S2,4.87459,4.570141,4.871983,0.19976978,-0.14401338,0.1500251
Cu;HO,1.6575,1.9796098,2.4045997,-1.0402294,0.53502375,0.32388383
Cu;N2,2.0255089,2.1018019,2.28197,-0.04431909,-0.18933855,-0.1744469
Cu;N3+,2.5899339,2.5628564,2.3640656,0.53431696,0.014572103,-0.06783889
Cu;Nam,4.16544,4.1784396,4.145481,0.560427,0.21035607,-0.025887355
Cu;O2,2.7,3.44,4.141735,0.91028124,0.0,0.15406235
Cu;O3,2.53,3.32,4.11,-0.18922076,-1.1364638,0.0
F;Fe,4.365784,4.3744445,4.092951,-3.461786,-0.19764358,0.6440958
F;HO,2.327609,3.3180377,4.047115,-1.2599436,-0.15396817,0.5346721
F;N2,3.4406765,3.9438703,4.4166436,-0.7709536,0.5480501,-0.42404556
F;N3,3.201918,3.7976508,4.101338,-1.2846153,0.593015,-1.2573783
F;N3+,3.018391,3.969628,4.621889,-1.1365277,-0.12260648,-0.39527878
F;Nam,3.2411828,4.234546,4.391806,0.24935605,-0.04896849,-0.2973193
F;Nar,3.452345,3.998865,4.482237,0.663455,1.9285734,0.22492626
F;Ng+,3.3734615,3.854747,4.835113,-0.23423688,0.24917907,-0.35515735
F;Npl,3.729775,4.136534,4.254781,-0.51776546,-0.22082427,1.5015849
F;O.co2,3.106495,3.6522365,4.306692,-0.06443729,-0.37351996,0.74052614
F;O2,2.8587258,3.7121797,4.428638,0.40762156,0.45495096,-0.07230841
F;O3,2.7491548,3.6144462,4.4814944,2.3074117,0.2726185,-0.26456848
F;S3,3.3141491,4.001654,5.1512218,1.4927515,-0.31035993,0.6453367
F;Zn,3.0192032,4.1231976,4.6232677,1.7048689,0.19790798,-1.2872297
Fe;HO,1.6196359,2.615487,3.2017646,-0.5319293,-0.4353003,3.3630803
Fe;N3,4.661458,4.657339,4.325004,2.0960953,0.21533121,-0.47081426
Fe;N3+,2.7825,3.425,4.0675,-0.15252596,0.0,0.0
Fe;Nam,3.205,3.73,4.420359,0.55624056,0.0,2.972854
Fe;Nar,3.1725,3.645,4.0873656,-2.8929753,0.0,0.052762773
Fe;Npl,4.917923,4.92181,4.6098495,2.6824026,0.2756695,-0.120917805
Fe;O2,2.8012059,3.359705,4.0987267,-1.294669,-0.23466969,1.2013555
Fe;O3,2.3523743,3.135,3.8475,0.02374416,1.2171926,0.0
HO;HO,1.5616075,2.9417727,3.647989,-0.0078102634,-0.2007761,-0.47287926
HO;I,3.6485217,3.8673882,3.9322746,-0.24539377,-0.7999966,-0.037112415
HO;Mg,2.2741392,3.1240077,4.364391,-0.7696385,-1.4730682,0.29555106
HO;Mn,2.2015736,2.9414773,4.223479,-0.9679291,-1.0009788,1.5265921
HO;N1,2.71,3.6296337,4.081994,1.3488988,-1.4800799,-0.71658367
HO;N2,2.3452,3.5565245,4.009794,0.21914925,-0.28705618,-0.5198468
HO;N3,2.502092,3.4536602,3.9874156,-0.05246786,-0.04982816,0.9060865
HO;N3+,2.2610586,3.083591,3.7633176,-0.5702511,0.28690088,-0.12396546
HO;Na,2.65,3.3929436,4.1454573,-2.102068,-0.032077268,-0.16944446
HO;Nam,2.3519478,3.3757253,3.989751,0.6285094,0.26160327,0.19765367
HO;Nar,2.6128085,2.9734058,4.00922,0.035454206,-0.4599331,0.14647865
HO;Ng+,2.71144,3.4795415,4.4291234,-0.82726675,-0.1365869,0.24035107
HO;Ni,2.2338333,3.1456318,3.955,2.3917625,-2.924684,-0.12851459
HO;Nox,3.5010736,4.0086317,4.6358495,2.4299054,-0.009985525,-0.11778535
HO;Npl,2.286761,3.1427658,3.794534,0.29933253,-0.5656794,-0.32243872
HO;Ntr,2.5192928,3.8240209,4.600868,-0.119129166,-1.4307909,-0.5918392
HO;O-,3.92,4.23,4.5128508,0.29210627,0.0,-0.012326963
HO;O.co2,2.2987626,3.0392745,4.2895827,0.538899,0.12857352,-0.10361161
HO;O2,1.9416175,3.247787,3.9818504,-0.013116039,0.2371284,0.17040439
HO;O3,2.214623,3.1212895,3.7681026,-0.40047666,0.331241,0.16455308
HO;P,3.0686529,3.4305441,4.457178,0.37629867,-0.12325533,-0.6964551
HO;Pac,2.7664878,3.5937607,4.2673607,-0.30420074,-0.004571222,1.1849239
