,cut1,cut2,cut3,cut4,cut5,cut6,cut7,w1,w2,w3,w4,w5,w6,w7
N3;Sac,3.5349934,3.5052834,3.4772599,3.316768,3.5366032,3.5264816,3.7334251,0.31961897,0.026511677,-0.05269607,-0.23917045,0.074717976,-0.22565609,-0.35088977
N3;So2,3.726682,3.7805972,4.066512,4.2747207,4.496146,4.661272,4.8242497,-0.07570398,-0.099355705,-0.49605495,1.2356806,-0.9269947,0.7453139,0.24789599
N3;Zn,2.0460112,2.52,3.0742238,3.34,3.8378997,4.1849675,4.709129,-0.5429308,-1.083797,-0.36964515,-1.500568,1.9973301,-0.20411949,-1.1306487
Na;Nam,4.2913485,4.2784395,3.9135976,3.9507253,4.2764297,3.918719,3.9626887,0.47270465,-0.000691913,-0.027473265,0.046222586,0.0038388614,-0.015378642,0.02704561
Na;Nar,3.7984545,3.8127367,3.940065,3.9214675,4.1123676,3.9134924,3.921157,-0.0071277306,0.1344607,0.034066077,-0.029589768,0.059392124,-0.06049644,-0.014797617
Na;Npl,4.778,4.7474027,5.049353,4.764431,4.9571023,4.769257,4.7833166,0.035922423,0.0057857437,0.06709325,-0.046058953,0.038629502,-0.0052450113,0.0071972487
Na;O2,2.6842945,2.8336136,3.34375,3.6771822,3.9945939,4.162406,4.6146917,-0.04607942,0.22424537,0.4594372,-1.3982545,-0.47470143,1.2251481,-0.42781764
Na;O3,2.5618496,3.012792,3.24125,3.6583295,4.0525007,4.450447,4.53625,0.2439357,-0.8596558,-0.66849536,0.66282326,0.64331144,-0.02198674,0.34561622
Na;P,3.5778377,3.6042244,3.5808992,3.6340668,3.6317394,3.6514413,3.7683027,0.81000984,0.73676795,0.75396633,0.77393025,0.7652238,0.7518949,0.7296438
Na;Pac,3.2753353,3.38,3.51,3.64,3.8017578,4.2240953,3.8127255,1.0563614,0.1994296,0.0,0.0,0.030869447,-0.7689026,-1.2910129
Na;S3,3.6043134,3.586704,3.276933,3.5872955,3.432001,3.441859,3.519786,0.4457802,0.2269999,0.024584562,0.021375692,0.014102094,0.0021376368,-0.050301027
Nam;Nam,3.06938,3.528501,3.6061904,3.7204852,4.457841,4.497135,4.6435094,-0.7937322,-0.4630797,-0.45761544,-0.21433514,-0.0932612,-0.11230048,-0.15668339
Nam;Nar,3.1703846,3.105644,3.268852,4.01055,4.2752547,4.558425,5.012623,0.14868882,-0.019166337,-0.04708613,0.05607703,0.17449662,0.122009285,0.12758721
Nam;Ng+,3.1235104,2.87065,3.4245517,3.8177915,4.1436,4.2868495,4.5958753,1.2385706,0.58993053,1.2968777,0.031610712,0.4022154,0.11890874,0.52206326
Nam;Ni,3.180646,3.38,3.6,3.82,4.04,4.26,4.48,-1.8163365,-1.3145598,0.0,0.0,0.0,0.0,0.0
Nam;Nox,3.1180148,3.6103437,3.75625,3.8594203,4.3317695,4.4436746,4.5993643,0.29515874,0.70555675,0.53638273,-1.0358341,-1.2162217,-0.2609147,0.060541213
Nam;Npl,2.59375,3.00615,3.373602,3.5821545,3.7912545,4.3255906,4.8881807,1.8519329,0.43058202,-0.57058585,0.16602309,0.48256803,0.14807822,0.19644745
Nam;Ntr,3.1193388,3.4566154,3.7469912,3.7582643,4.2254615,4.439717,4.829289,1.2738854,-1.1118121,-0.651779,0.30762386,0.58595484,0.7059575,0.21008347
Nam;O-,3.478826,3.685,3.8675,4.039261,4.332187,4.415,4.5975,0.045449086,-0.009345845,0.0,-0.19166112,-0.17648764,-0.14277317,0.0
Nam;O.co2,2.7744973,3.1563764,3.3662539,3.8750007,4.046462,4.1754975,4.637806,-0.26688918,-0.1007682,0.23110932,-0.38105568,-0.13148719,0.30328375,0.15892693
Nam;O2,2.5610392,3.1837628,3.1835232,3.5327258,3.86888,4.3739862,4.5868864,0.4497268,0.05008605,0.11850407,0.2141988,0.11314213,-0.005443466,0.09492092
Nam;O3,2.6458764,2.952391,3.31034,3.5091019,3.8512375,4.2932777,4.7036476,-0.5303244,-0.23440233,0.03524387,-0.18030055,0.029573612,-0.169702,0.0734369
Nam;P,3.3902373,3.874154,3.9963048,4.1780457,4.431002,4.775451,4.964259,0.41869813,0.5560225,0.2767764,0.1400316,0.039971728,0.11705787,0.19701439
Nam;Pac,3.3019254,3.2561882,3.722504,3.8862793,4.1036744,4.3011045,4.5424004,1.1998166,0.5650714,0.51829016,0.22746612,0.47786134,0.29886827,0.45043954
Nam;S2,3.141094,3.4961462,3.757643,3.9317994,4.0978465,4.4060273,5.1645274,0.6704441,1.1572946,0.3490829,0.70742726,0.13102388,0.5422167,-0.15337059
Nam;S3,2.980572,3.3874624,3.5795019,3.8028505,4.117934,4.671855,4.7350216,0.7057929,0.2744323,0.32902494,0.59460914,0.13349912,0.13428515,0.54438245
Nam;Sac,3.6498048,3.7944796,4.139794,4.096548,4.378986,4.556369,4.749554,-0.7746346,-0.4027777,-0.15594895,-0.20137975,-0.15759407,0.032477513,-0.03773807
Nam;So2,3.3865921,3.6337035,3.8554873,4.002133,4.250505,4.5836635,4.731087,0.627332,0.7234166,0.17310493,0.09143266,0.27463174,-0.12168266,-0.36756438
Nam;Sox,4.1174436,4.292776,4.305,4.37,4.435,4.449544,4.7754307,0.02774583,0.3900895,0.07572231,0.0,0.0,0.06017279,0.36898893
Nam;Zn,2.28625,2.761781,2.977221,3.4227567,3.6760652,4.2363687,4.8703775,-2.215508,-1.5198299,-2.3600454,-1.7931582,0.8739801,0.16744219,-0.53686523
Nar;Nar,3.1959436,3.253521,3.8032408,4.116884,4.2986217,4.4835787,5.161853,-0.61254704,-0.03944794,-0.036855448,-0.6187392,0.5267816,0.22082293,0.6816727
Nar;Ng+,2.9095347,3.0021374,3.5183992,3.8025608,3.9924834,4.331697,5.081198,0.4471436,-0.37914956,-0.62190557,-0.034842763,-0.38924602,0.30504513,0.22860327
Nar;Ni,2.36625,2.6225,2.87875,3.135,3.39125,3.6475,3.90375,-0.75099266,0.0,0.0,0.0,0.0,0.0,0.0
Nar;Nox,3.28375,3.5275,3.77125,4.015,4.473124,4.4856443,4.8178887,0.03901194,0.0,0.0,0.0,-0.55332893,-0.7440431,-0.75586575
Nar;Npl,3.1739552,3.8115475,3.820565,4.0243254,4.1405725,4.522765,4.680622,-1.7543114,-0.2435034,-0.20498824,0.010544335,-0.2211158,0.24297482,-0.7898543
Nar;Ntr,3.81015,3.789342,4.0150304,4.3135247,4.355735,4.7445326,4.7891927,0.94006985,-0.9743744,-0.27756736,0.383123,0.6444204,0.774053,1.0331316
Nar;O.co2,2.631266,3.1084487,3.2998276,3.7852323,4.127757,4.4042177,4.8518157,0.024652706,-0.5845983,0.08020529,0.036537383,0.5166094,0.0427072,-0.3153784
Nar;O2,2.68025,2.9528203,3.1126006,3.7964501,3.9183512,4.1012588,4.7466455,-0.13729157,-0.39964068,0.030531485,-0.19019513,-0.2889396,-0.09110451,-0.11110635
Nar;O3,2.4135323,2.8722184,3.089629,3.6851397,3.7966897,4.193574,4.4879694,0.019306738,0.08425332,-0.15321404,0.08311114,0.32652554,0.19790243,0.3358439
Nar;P,3.5657892,3.7983253,3.8926895,4.153477,4.4563303,4.530439,4.879,-1.0348017,-1.9496957,0.243042,1.8162345,-0.15435083,-0.508568,-2.3021417
Nar;Pac,3.7332397,3.8666205,4.053521,4.303234,4.3360977,4.62,4.747411,-2.2109327,0.011072579,1.2722906,-0.1811429,-0.72070044,-0.31975773,-0.24499193
Nar;S2,3.611893,3.6078374,4.115323,4.166998,4.33125,4.5475,4.869239,-0.06203576,0.65773034,0.7819956,1.4021368,0.086565174,0.0,-0.55373675
Nar;S3,3.4630187,3.4781115,3.869154,4.2200994,4.455684,4.466068,4.8324127,-0.65141314,-0.16980794,0.16319029,-0.08663993,-0.04963872,-0.085948884,-0.22138338
Nar;Sac,3.8485782,4.1260076,4.169727,4.43987,4.516494,4.6175,5.0548224,-0.49569103,-0.41376984,-0.18792494,-1.6307483,-1.4951953,-0.18479161,0.5845605
Nar;So2,3.8766062,4.0962963,3.890979,4.0420856,4.275476,4.27534,4.2725654,-1.425433,-0.3479129,-0.14640622,-0.42853504,-1.0358955,-0.57994914,-0.028950892
Nar;Sox,4.519073,4.5903163,4.600426,4.5932856,4.572553,4.5686584,4.5734987,-0.039620772,0.289007,-0.009913291,-0.118356206,0.05407941,-0.025252992,-0.06497554
Nar;Zn,2.1891701,2.6071043,3.2015917,3.4780548,3.8257494,4.054575,4.9808793,0.04821077,-1.3430583,0.30004367,1.4449408,0.08337375,0.93650734,0.74905527
Ng+;Npl,3.2862177,3.700512,3.8514283,4.091157,4.3130207,4.4168644,5.0990825,-1.5115407,-0.52481735,0.13268417,-0.39551514,1.1301266,0.6140418,0.17124851
Ng+;Ntr,3.3663535,3.807299,3.7286534,4.1064596,4.336419,4.547601,4.6519184,0.52153957,-0.064855404,-0.6288197,-1.0393958,0.1396432,-0.2487567,-0.016207913
Ng+;O.co2,2.8432043,3.4123995,3.4722006,3.83,4.2098675,4.2738957,4.6175,0.010371266,-0.20819749,-0.22037573,-0.43820742,-1.3621659,-0.6103789,-0.72101074
Ng+;O2,2.44016,2.6927695,3.4721427,3.6624146,3.8614802,4.2306304,4.5281487,-0.3333445,-0.053557865,0.08096637,0.14458917,0.032531746,0.020011779,-0.06086436
Ng+;O3,2.6764483,3.057126,3.1856966,3.887979,4.0312033,4.4037557,4.7242856,0.9963841,0.39624956,0.17620619,0.1860958,-0.15940727,0.4304833,0.020463724
Ng+;P,3.450691,3.7291362,4.0131927,4.2120533,4.432343,4.5425124,4.784072,-0.3971486,0.28429002,-0.1973715,-0.03217362,0.6386529,0.17332764,-0.546813
Ng+;Pac,3.0677032,3.5094664,3.600058,3.7876983,4.23705,4.6194954,4.742779,-1.5288161,0.66855484,0.30035698,-0.1738712,-0.05433108,-0.14966692,-0.39875054
Ng+;S2,4.5691233,3.9163527,4.035976,4.1711645,4.5369034,4.5442886,4.8943963,-0.28878558,0.06381552,-0.840577,-0.016733984,-1.7640042,0.3840153,1.6454446
Ng+;S3,3.6881511,3.9592083,4.081791,4.242811,4.4585714,4.6375794,4.7439127,-0.2462737,0.25867757,0.16082758,0.7536347,-0.29873338,-1.60706,-0.30375293
Ng+;Sac,3.8149228,3.9323826,4.135459,4.326427,4.4791403,4.6593843,5.1444097,0.21101648,0.10524022,0.17589167,0.2789971,0.38569596,0.163523,-1.1233442
Ng+;So2,3.6328986,3.88545,3.9977307,4.12182,4.320969,4.6990886,4.9172215,-1.3024628,0.25174236,-0.28226703,0.31786594,-0.19672391,0.3343871,1.2509546
Ng+;Sox,3.9713366,3.943368,3.9405773,3.9237099,3.9987512,4.118022,3.9976726,0.06750137,0.102335915,0.017292585,-0.030303478,-0.059162583,-0.020808248,-0.084296964
Ni;O2,2.0689688,2.4575,2.6892357,3.035,3.32375,3.6125,3.8650692,0.03728867,0.5345238,-1.7445127,-1.7806387,0.0,0.0,-0.059870437
Ni;O3,2.41534,2.4106102,2.1044374,2.0954032,2.313483,2.310826,2.5329392,-0.5172107,-0.12518498,-0.07875421,-0.63927895,-0.86650485,-1.1180567,-1.407101
Nox;Npl,3.5132787,3.6283426,3.83875,4.065,4.2665505,4.487261,4.7918615,-0.38544756,-0.437836,-0.13564643,0.0,0.007991864,-1.0498693,-0.23299132
Nox;O.co2,2.7043147,3.052576,3.1844223,3.6404953,3.91875,4.2125,4.412301,-0.6168392,0.6662416,0.17377895,-0.05949515,-0.29680738,0.0,-0.126814
Nox;O2,2.9675,3.255,3.5425,3.7115555,4.0287647,4.3899617,4.5915523,-0.055694185,0.0,0.0,0.113729335,-0.20561461,0.40941775,0.3628999
Nox;O3,3.339523,3.5223298,3.767895,3.924421,3.9131145,4.3034067,4.564139,1.4525706,0.9268471,0.66649264,0.36577448,0.0068347566,-0.031079572,0.5679519
Nox;S3,3.5775,3.775,3.9725,4.17,4.3675,4.565,4.6903024,0.032239348,-0.031713527,0.0,0.0,0.0,0.0,0.0103842085
Nox;Zn,2.26,2.53,2.8,3.0839965,3.367249,3.61,3.88,-0.44692963,0.0,0.0,-0.3373473,-0.058527518,0.014327468,0.0
Npl;Npl,3.3504007,3.3730898,3.453181,3.8704417,4.233643,4.289738,4.420125,-0.7644282,0.581772,-0.1324392,-0.3033167,-0.3818274,0.0792448,-0.23388684
Npl;Ntr,3.8458366,3.9673936,4.1481247,4.305,4.5725374,4.5712624,4.77375,-0.49295604,-0.14834598,-0.16747773,0.021938996,0.02787797,-0.084908225,-0.13204779
Npl;O.co2,2.8788004,3.0897958,3.308233,3.507383,3.869403,4.41307,4.814765,-0.71806294,-0.29150072,0.30503237,-0.10447199,0.17506108,0.40551227,0.4720763
Npl;O2,2.7818646,2.9255672,3.199019,3.7902656,4.0921226,4.560785,5.1688824,-0.45883214,-0.40123808,-0.09298172,-0.45880988,0.012572518,-0.0007491517,0.13923681
Npl;O3,2.6375542,2.9088256,3.33016,3.8039668,4.160835,4.3432837,4.5938354,0.71884966,-0.081107706,0.68751717,0.46648797,0.089513876,-0.49635032,-0.4428142
Npl;P,3.9202185,4.0286655,4.2179313,4.457589,4.4634,4.5471654,4.6585827,-0.3113068,0.80626094,0.0015890176,0.6864777,0.23665275,-0.08049737,0.5706111
Npl;Pac,3.766927,4.0445986,4.1608257,4.0417223,4.598689,4.494686,4.63546,0.97344357,1.100894,0.5852815,0.052874364,-0.39305636,-0.23272361,0.8896763
Npl;S2,3.3275,3.6021206,3.8172207,4.135068,4.3745456,4.655512,4.8640294,3.020421,-0.599908,-0.09629188,-0.8432964,-0.33430094,-1.2002506,-2.035833
Npl;S3,3.3171556,3.7381496,3.7031667,3.856986,4.2741675,4.591147,4.9297395,-0.10613583,0.28367,0.23497406,0.03681491,0.52829736,-0.31110153,-0.7860739
Npl;So2,3.5647228,3.680915,4.0811725,4.125621,4.411194,4.6370177,4.6701264,-1.3629348,-0.63458234,-0.44985393,-0.38437426,-0.8791328,-0.9946279,-0.074381284
Npl;Zn,2.3703668,2.57,2.9,3.23,3.56,4.055671,4.059985,1.5674001,1.1750178,0.0,0.0,0.0,2.0355396,0.30664462
Ntr;O.co2,3.3147438,3.8717372,3.845965,4.2160316,4.3366175,4.3344407,4.9755864,-0.9930218,-1.2640713,-0.6947845,1.8277913,1.5865341,0.7359986,0.7601139
Ntr;O2,3.2046409,3.4612243,3.8673189,4.0244503,4.1789656,4.4895515,4.694447,-0.0026739817,-2.2083266,-0.74181867,-0.95741755,0.42634585,-0.60265815,0.45024908
Ntr;O3,3.1668649,3.534881,3.7147372,3.9152029,4.206795,4.4969087,4.6299634,-1.1067238,0.3335414,-0.20236652,0.41730946,1.4767977,0.94061756,0.48673585
Ntr;S3,3.524758,3.7531433,3.8556533,4.3136015,4.1813455,4.5976067,4.6495304,-1.4021822,-2.2649739,-1.1190569,-1.9408897,-1.4608182,-2.580503,-0.36574528
Ntr;Zn,2.965,3.19,3.415,3.64,3.865,4.09,4.315,-0.49629527,0.0,0.0,0.0,0.0,0.0,0.0
O-;O.co2,4.9026423,4.884849,4.588902,4.9032435,4.9208746,4.8379936,4.8991055,-0.05216695,0.037660435,-0.0046397164,-0.012057365,-0.06470102,-0.012477664,0.035118822
O-;O2,3.56,3.76,3.8704784,4.216073,4.36,4.56,4.6453543,-0.20867075,0.0,-0.0040900926,-0.20465954,-0.11598888,0.0,0.036674
O-;O3,4.513287,4.551304,4.6,4.5909643,4.8445754,4.6301622,4.9034657,0.033994433,0.045930285,0.027621467,-0.42283076,-1.2686158,-1.8349454,-1.05799
O-;S3,3.9380271,3.9372334,3.9332056,3.9078436,3.9263816,3.934094,3.930994,0.01164607,-0.028659673,0.010597729,0.004134621,0.0076805525,-0.0047061173,-0.02202176
O.co2;O.co2,4.9305606,4.5841966,4.5960045,4.927042,4.6412063,4.641316,4.6431656,1.2289101,-0.27697954,0.0064973794,0.2559562,-0.3050158,-0.15725058,-0.014849867
O.co2;O2,2.3240871,2.9805067,3.0974472,3.628533,3.9404955,4.2326903,4.694565,-1.2700783,0.09820158,-0.1274165,-0.051543012,-0.15072535,0.005206382,-0.17825413
O.co2;O3,2.3618054,3.0128126,3.3235586,4.1079545,4.0572333,4.45456,4.3485165,0.5003942,-0.16321719,0.22389957,0.105779305,0.07788441,0.21980615,-0.035958238
O.co2;P,3.6361105,3.957909,3.9612017,4.181093,4.389632,4.54833,4.8398304,-0.540395,0.2539562,0.22630729,-0.21898906,0.41177842,-0.17993791,0.8473273
O.co2;Pac,3.2750547,3.541026,3.668313,4.1310124,4.13166,4.424553,4.6520853,1.2938641,0.5910738,0.17594281,1.3985482,0.8260149,0.43771565,-0.23955634
O.co2;S2,3.1076167,3.3418686,3.5355198,3.7774847,4.226034,4.4735837,4.693932,-1.5679746,0.32468176,-0.46643767,-1.7141106,-0.6326039,-0.95732486,-0.956611
O.co2;S3,3.1729085,3.4728518,3.656559,3.975886,4.2281365,4.589565,4.7069736,0.42244655,-0.5378514,0.069121815,-0.08374128,0.81390226,-0.039261926,-0.35878932
O.co2;Sac,3.547976,3.5930376,3.8722281,4.1179137,4.249583,4.465362,4.6596384,0.56781614,0.3595335,0.11223822,0.75130486,0.010928199,-0.075111665,0.07426156
O.co2;So2,3.5976005,3.8602467,4.160664,4.2916126,4.465168,4.3961763,4.786806,-0.14069232,0.60523814,-0.16993576,-0.7567077,-0.4483848,-0.20490402,-0.83625555
O.co2;Sox,4.1743674,4.292157,4.3329406,4.448639,4.4491878,4.1656384,4.443174,-0.313816,0.041959535,0.06777357,0.06549102,0.022737607,-0.027741032,0.053810947
O2;O2,2.2212007,3.0755465,3.2075686,3.3071408,3.972183,4.2331886,4.564901,0.31825247,0.026245097,-0.13506004,0.20784354,0.115645416,-0.061748937,-0.015021954
O2;O3,2.2442074,2.8286452,3.3338537,3.5378096,3.9068577,4.154379,5.18806,-0.4349154,0.1057522,0.01885836,0.11589837,0.055710837,-0.0934305,0.05314781
O2;P,3.1188605,3.33194,3.637143,3.9298182,4.2103553,4.4935794,4.7036242,3.1346846,-0.3575279,0.25059158,-0.3913155,-0.22336783,0.23158598,0.43857569
O2;Pac,3.32,3.5957303,3.7321904,3.9958215,4.1933637,4.672112,4.937079,1.373169,2.332218,0.89577615,0.035509624,0.5148117,-0.03115005,-0.21390444
O2;S2,3.1648986,3.3429513,3.512007,3.9977748,4.1482983,4.3355656,4.9113417,0.0831081,0.91928476,0.32662103,-0.027410042,0.21154387,0.13992368,0.20841049
O2;S3,2.7633958,3.2648714,3.4701993,3.8701897,3.9914048,4.457595,4.630609,2.139509,1.1079931,0.353865,0.2917178,0.37869766,0.21198909,-0.09038977
O2;Sac,3.9583666,4.0375,4.1087,4.399047,4.5642366,4.7409415,5.1213493,0.6063346,0.0012413827,1.0947942,1.4887277,1.4838443,0.4688625,-0.6139432
O2;So2,3.474546,3.654556,3.8353858,4.024939,4.250735,4.8542466,5.132482,-1.2745864,-0.4885735,-1.0026652,-0.9346394,-0.7631768,-0.32924715,-0.6158601
O2;Sox,3.53875,3.690318,3.960565,4.135,4.33375,4.5009418,4.8242397,0.15547368,-0.26950008,-0.9038654,-0.77143556,0.0,-0.00048735115,-0.56951135
O2;Sr,2.87375,3.1375,3.40125,3.6340108,3.967606,4.1925,4.348012,1.2090586,0.0,0.0,0.15520182,1.1979071,0.30105457,0.33287308
O2;Zn,1.931262,2.403055,2.5645373,3.2318885,3.7426353,3.9079275,4.5432763,0.5680942,-0.1175915,-0.19604392,0.2215031,-0.2260428,0.37298575,0.4796766
O3;O3,2.4273787,2.6105154,3.2505727,3.7790399,3.9131846,4.384841,4.7796707,0.011715535,0.3510328,0.40306675,0.08635617,-0.09811403,0.0629174,-0.059665363
O3;P,3.2183363,3.706471,3.853594,3.9757004,4.3633404,4.58578,4.782656,0.6733864,-0.59050804,-0.24147359,0.39971328,0.3441805,0.55221635,0.81830645
O3;Pac,3.3270502,3.4035046,3.6690817,3.866593,4.284919,4.4297123,4.7953467,0.3719984,0.3361188,0.065561436,-0.4285755,-0.7558971,-1.098956,-0.8852494
O3;S2,3.1197343,3.310238,3.5088632,4.026671,4.134744,4.309734,4.932508,1.9833624,0.32971433,-0.52788615,-0.33273387,0.015333671,-0.9209447,-0.411339
O3;S3,3.0518663,3.2115626,3.525282,3.8922534,4.146182,4.401762,4.529303,-0.48498362,-0.7048867,0.47954187,0.08686474,-0.34619543,-0.2726295,-0.14552273
O3;Sac,3.4081657,4.0210786,4.097832,4.1772037,4.258468,4.629822,4.777121,-0.52740115,-0.9632392,-0.65768564,-0.87525564,-0.8470545,-0.93850327,-0.6729141
O3;So2,3.4737957,3.644088,4.0271726,4.1481,4.310279,4.590589,4.8784404,-0.23220722,0.6594972,-0.36080614,0.4078954,-0.13096209,0.76377445,0.317377
O3;Sox,4.0176644,4.0654616,4.2524114,4.36,4.4675,4.575,4.613634,-0.47387692,-0.31426132,-0.40163133,-0.03138384,0.0,0.0,-0.124192156
O3;Sr,5.0491314,5.0713263,5.015142,5.0397525,5.0721345,5.0234838,5.0155425,0.49594286,0.18026179,0.09009121,0.059589032,0.13221939,-0.061357196,0.00061531254
O3;Zn,2.3136394,2.490106,2.9814782,3.464908,4.104215,4.3533797,4.8508687,-0.36939815,0.5568955,-0.11871501,-0.120550185,0.8217285,0.34564647,-0.59445554
P;S3,4.261625,4.4775023,4.485181,4.5342555,4.626027,4.626052,4.800974,-0.28725395,-3.2085097,-1.2569093,-0.14202976,-0.02184974,-0.49379563,-0.65176094
P;Zn,2.7577956,2.9134407,3.1152165,3.171943,3.4306414,3.5959127,3.696679,0.0010211099,0.40304145,-0.64868593,-1.4394535,-2.1485524,0.94770694,0.38821316
Pac;S3,3.3196335,3.6789753,3.86625,4.085,4.30375,4.374074,4.9585576,-1.1829828,0.16438942,0.083365574,0.0,0.0,1.9624975,2.762636
Pac;Sr,3.6719644,3.8186045,3.756808,3.6875439,3.7020116,3.8585064,3.5858989,0.39734688,0.18667997,0.00074784405,0.066129744,0.0713478,0.054913666,-0.085713476
Pac;Zn,2.876897,3.0188494,3.5416863,3.601993,4.025,4.29,4.633732,-0.48192576,0.60255075,-0.039562717,-0.06296184,0.019533243,0.0,0.22578059
S2;S3,3.4373004,3.7285182,4.247243,4.052466,4.3502836,4.466087,4.61476,3.3834715,0.25916335,-1.0060729,-0.40695024,-1.7449027,-0.028779227,-0.7195008
S2;Zn,2.4850974,2.9225,3.2241294,3.5081012,3.9014711,4.3075,4.652256,0.9400592,2.0882013,0.25982204,1.0584722,0.2458649,0.71497345,-0.0017760799
S3;S3,3.4714515,3.8887594,3.8901873,4.2974563,4.4996934,4.499756,4.8689084,-2.1368012,0.6990457,-0.2454277,-0.3832776,0.61822015,-0.71733814,-1.3184568
S3;Sac,3.4370582,3.5090816,3.6515,3.6475332,3.7411988,3.498874,3.4345248,-0.4174912,-0.47474572,-0.5130683,-0.39855215,-0.3959646,0.26834205,0.08312895
S3;So2,3.485281,3.7643898,3.7643926,4.234704,4.235002,4.635822,4.598989,-1.5320612,1.2349112,-1.0651593,-1.4290758,-0.8779076,0.9183432,0.16409609
S3;Zn,2.3747072,2.7125,3.2462454,3.6118472,3.8428366,4.1674953,4.6928864,-0.68104166,-0.2219303,0.30860615,-0.27249137,-0.47472203,0.1268439,-0.40930232
So2;Zn,2.4420235,2.5849566,2.595602,2.941246,2.9675586,3.0200577,3.662037,-0.04464117,-0.0459193,-0.8590561,-0.65433633,-0.36940703,-0.33942014,-0.3836501
a1b1,-0.11699598,0.076969236,-0.01685807,-0.03418576,-0.0039600795,-0.022091178,-0.030140156,-0.33790046,-0.33790046,-0.33790046,-0.33790046,-0.33790046,-0.33790046,-0.33790046
a2b2,1.1436088,-2.510897,-0.11147144,0.6158386,-0.59707403,0.14008084,0.5231735,-0.33790046,-0.33790046,-0.33790046,-0.33790046,-0.33790046,-0.33790046,-0.33790046
